src,dst,proto,ttl,inbound,srcport,dstport,length,time_delta,time_relative,flags,outbound_pkt_count,inbound_pkt_count,pkt_count_diff,outbound_bytes,inbound_bytes,bytes_diff,outbound_bytes_mean,inbound_bytes_mean,transaction_duration,inbound_avg_interpacket_time,outbound_avg_interpacket_time,connections_from_ip_3_seconds,connections_from_ip_port_3_seconds
203.221.42.137,10.128.0.4,6,49,1,1066,80,52,0.000000000,0.000000000,0x00000002,0,1,-1,0,52,-52,0,52.0,0.000980377197265625,52.0,0,1,1
10.128.0.4,203.221.42.137,6,63,0,80,1066,0,0.000080737,0.000080737,0x00000012,1,1,0,0,52,-52,0.0,52.0,0.004624366760253906,52.0,0.0,2,2
203.221.42.137,10.128.0.4,6,49,1,6199,80,51,0.000000000,0.000000000,0x00000002,0,1,-1,0,51,-51,0,51.0,0.0007450580596923828,51.0,0,3,1
10.128.0.4,203.221.42.137,6,63,0,80,6199,0,0.000072111,0.000072111,0x00000012,1,1,0,0,51,-51,0.0,51.0,0.003148794174194336,51.0,0.0,4,2
203.221.42.137,10.128.0.4,6,49,1,6200,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0007557868957519531,50.0,0,5,1
10.128.0.4,203.221.42.137,6,63,0,80,6200,0,0.000062721,0.000062721,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.00428318977355957,50.0,0.0,6,2
203.221.42.137,10.128.0.4,6,49,1,6201,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0007538795471191406,50.0,0,7,1
10.128.0.4,203.221.42.137,6,63,0,80,6201,0,0.000060002,0.000060002,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.0032334327697753906,50.0,0.0,8,2
203.221.42.137,10.128.0.4,6,49,1,6202,80,52,0.000000000,0.000000000,0x00000002,0,1,-1,0,52,-52,0,52.0,0.0007529258728027344,52.0,0,9,1
10.128.0.4,203.221.42.137,6,63,0,80,6202,0,0.000054731,0.000054731,0x00000012,1,1,0,0,52,-52,0.0,52.0,0.003980875015258789,52.0,0.0,10,2
203.221.42.137,10.128.0.4,6,49,1,6203,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0007460117340087891,50.0,0,11,1
10.128.0.4,203.221.42.137,6,63,0,80,6203,0,0.000053453,0.000053453,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.0032567977905273438,50.0,0.0,12,2
203.221.42.137,10.128.0.4,6,49,1,6204,80,51,0.000000000,0.000000000,0x00000002,0,1,-1,0,51,-51,0,51.0,0.0007598400115966797,51.0,0,13,1
10.128.0.4,203.221.42.137,6,63,0,80,6204,0,0.000050710,0.000050710,0x00000012,1,1,0,0,51,-51,0.0,51.0,0.0033185482025146484,51.0,0.0,14,2
203.221.42.137,10.128.0.4,6,49,1,6205,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0007407665252685547,50.0,0,15,1
10.128.0.4,203.221.42.137,6,63,0,80,6205,0,0.000045697,0.000045697,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.003230571746826172,50.0,0.0,16,2
203.221.42.137,10.128.0.4,6,49,1,6206,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0007979869842529297,50.0,0,17,1
10.128.0.4,203.221.42.137,6,63,0,80,6206,0,0.000076043,0.000076043,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.004302501678466797,50.0,0.0,18,2
203.221.42.137,10.128.0.4,6,49,1,6207,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.000751495361328125,50.0,0,19,1
10.128.0.4,203.221.42.137,6,63,0,80,6207,0,0.000057080,0.000057080,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.0031735897064208984,50.0,0.0,20,2
203.221.42.137,10.128.0.4,6,49,1,6208,80,51,0.000000000,0.000000000,0x00000002,0,1,-1,0,51,-51,0,51.0,0.0007653236389160156,51.0,0,21,1
10.128.0.4,203.221.42.137,6,63,0,80,6208,0,0.000051547,0.000051547,0x00000012,1,1,0,0,51,-51,0.0,51.0,0.004392385482788086,51.0,0.0,22,2
203.221.42.137,10.128.0.4,6,49,1,6209,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0007522106170654297,50.0,0,23,1
10.128.0.4,203.221.42.137,6,63,0,80,6209,0,0.000054491,0.000054491,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.003205537796020508,50.0,0.0,24,2
203.221.42.137,10.128.0.4,6,49,1,6210,80,51,0.000000000,0.000000000,0x00000002,0,1,-1,0,51,-51,0,51.0,0.0007627010345458984,51.0,0,25,1
10.128.0.4,203.221.42.137,6,63,0,80,6210,0,0.000063331,0.000063331,0x00000012,1,1,0,0,51,-51,0.0,51.0,0.0043637752532958984,51.0,0.0,26,2
203.221.42.137,10.128.0.4,6,49,1,6211,80,52,0.000000000,0.000000000,0x00000002,0,1,-1,0,52,-52,0,52.0,0.0007355213165283203,52.0,0,27,1
10.128.0.4,203.221.42.137,6,63,0,80,6211,0,0.000057690,0.000057690,0x00000012,1,1,0,0,52,-52,0.0,52.0,0.0032052993774414062,52.0,0.0,28,2
203.221.42.137,10.128.0.4,6,49,1,6212,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0007488727569580078,50.0,0,29,1
10.128.0.4,203.221.42.137,6,63,0,80,6212,0,0.000059355,0.000059355,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.004339694976806641,50.0,0.0,30,2
203.221.42.137,10.128.0.4,6,49,1,6213,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0007507801055908203,50.0,0,31,1
10.128.0.4,203.221.42.137,6,63,0,80,6213,0,0.000056254,0.000056254,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.003282785415649414,50.0,0.0,32,2
203.221.42.137,10.128.0.4,6,49,1,6214,80,51,0.000000000,0.000000000,0x00000002,0,1,-1,0,51,-51,0,51.0,0.0007762908935546875,51.0,0,33,1
10.128.0.4,203.221.42.137,6,63,0,80,6214,0,0.000071221,0.000071221,0x00000012,1,1,0,0,51,-51,0.0,51.0,0.0032563209533691406,51.0,0.0,34,2
203.221.42.137,10.128.0.4,6,49,1,6215,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0007517337799072266,50.0,0,35,1
10.128.0.4,203.221.42.137,6,63,0,80,6215,0,0.000059789,0.000059789,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.0032601356506347656,50.0,0.0,36,2
203.221.42.137,10.128.0.4,6,49,1,6216,80,52,0.000000000,0.000000000,0x00000002,0,1,-1,0,52,-52,0,52.0,0.0007634162902832031,52.0,0,37,1
10.128.0.4,203.221.42.137,6,63,0,80,6216,0,0.000050291,0.000050291,0x00000012,1,1,0,0,52,-52,0.0,52.0,0.00327301025390625,52.0,0.0,38,2
203.221.42.137,10.128.0.4,6,49,1,6199,80,52,0.196522621,0.196594732,0x00000002,1,2,-1,0,103,-103,0.0,51.5,0.3154292106628418,51.5,0.0,39,3
10.128.0.4,203.221.42.137,6,63,0,80,6199,0,0.000054944,0.196649676,0x00000012,2,2,0,0,103,-103,0.0,51.5,0.3180384635925293,51.5,0.0,40,4
203.221.42.137,10.128.0.4,6,49,1,6217,80,52,0.000000000,0.000000000,0x00000002,0,1,-1,0,52,-52,0,52.0,0.0007534027099609375,52.0,0,41,1
10.128.0.4,203.221.42.137,6,63,0,80,6217,0,0.000062814,0.000062814,0x00000012,1,1,0,0,52,-52,0.0,52.0,0.003214120864868164,52.0,0.0,42,2
203.221.42.137,10.128.0.4,6,49,1,6218,80,51,0.000000000,0.000000000,0x00000002,0,1,-1,0,51,-51,0,51.0,0.0007603168487548828,51.0,0,43,1
10.128.0.4,203.221.42.137,6,63,0,80,6218,0,0.000059300,0.000059300,0x00000012,1,1,0,0,51,-51,0.0,51.0,0.0034160614013671875,51.0,0.0,44,2
203.221.42.137,10.128.0.4,6,49,1,6219,80,52,0.000000000,0.000000000,0x00000002,0,1,-1,0,52,-52,0,52.0,0.0007555484771728516,52.0,0,45,1
10.128.0.4,203.221.42.137,6,63,0,80,6219,0,0.000060811,0.000060811,0x00000012,1,1,0,0,52,-52,0.0,52.0,0.0031261444091796875,52.0,0.0,46,2
203.221.42.137,10.128.0.4,6,49,1,6220,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0007598400115966797,50.0,0,47,1
10.128.0.4,203.221.42.137,6,63,0,80,6220,0,0.000054568,0.000054568,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.003246784210205078,50.0,0.0,48,2
203.221.42.137,10.128.0.4,6,49,1,6221,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0007424354553222656,50.0,0,49,1
10.128.0.4,203.221.42.137,6,63,0,80,6221,0,0.000049057,0.000049057,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.003236532211303711,50.0,0.0,50,2
203.221.42.137,10.128.0.4,6,49,1,6222,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0007619857788085938,50.0,0,51,1
10.128.0.4,203.221.42.137,6,63,0,80,6222,0,0.000056694,0.000056694,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.004220008850097656,50.0,0.0,52,2
203.221.42.137,10.128.0.4,6,49,1,6223,80,52,0.000000000,0.000000000,0x00000002,0,1,-1,0,52,-52,0,52.0,0.0007431507110595703,52.0,0,53,1
10.128.0.4,203.221.42.137,6,63,0,80,6223,0,0.000047148,0.000047148,0x00000012,1,1,0,0,52,-52,0.0,52.0,0.003256082534790039,52.0,0.0,54,2
203.221.42.137,10.128.0.4,6,49,1,6224,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0007903575897216797,50.0,0,55,1
10.128.0.4,203.221.42.137,6,63,0,80,6224,0,0.000048641,0.000048641,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.004290580749511719,50.0,0.0,56,2
203.221.42.137,10.128.0.4,6,49,1,6225,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0007469654083251953,50.0,0,57,1
10.128.0.4,203.221.42.137,6,63,0,80,6225,0,0.000058352,0.000058352,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.0033452510833740234,50.0,0.0,58,2
203.221.42.137,10.128.0.4,6,49,1,6226,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0007612705230712891,50.0,0,59,1
10.128.0.4,203.221.42.137,6,63,0,80,6226,0,0.000060098,0.000060098,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.003468751907348633,50.0,0.0,60,2
203.221.42.137,10.128.0.4,6,49,1,6227,80,52,0.000000000,0.000000000,0x00000002,0,1,-1,0,52,-52,0,52.0,0.0007495880126953125,52.0,0,61,1
10.128.0.4,203.221.42.137,6,63,0,80,6227,0,0.000048955,0.000048955,0x00000012,1,1,0,0,52,-52,0.0,52.0,0.0032951831817626953,52.0,0.0,62,2
203.221.42.137,10.128.0.4,6,49,1,6228,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0007431507110595703,50.0,0,63,1
10.128.0.4,203.221.42.137,6,63,0,80,6228,0,0.000052533,0.000052533,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.003377199172973633,50.0,0.0,64,2
203.221.42.137,10.128.0.4,6,49,1,6229,80,51,0.000000000,0.000000000,0x00000002,0,1,-1,0,51,-51,0,51.0,0.0008175373077392578,51.0,0,65,1
10.128.0.4,203.221.42.137,6,63,0,80,6229,0,0.000053390,0.000053390,0x00000012,1,1,0,0,51,-51,0.0,51.0,0.004413604736328125,51.0,0.0,66,2
203.221.42.137,10.128.0.4,6,49,1,6218,80,50,0.128781205,0.128840505,0x00000002,1,2,-1,0,101,-101,0.0,50.5,0.18545937538146973,50.5,0.0,67,3
10.128.0.4,203.221.42.137,6,63,0,80,6218,0,0.000041855,0.128882360,0x00000012,2,2,0,0,101,-101,0.0,50.5,0.1880333423614502,50.5,0.0,68,4
203.221.42.137,10.128.0.4,6,49,1,6230,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0007755756378173828,50.0,0,69,1
10.128.0.4,203.221.42.137,6,63,0,80,6230,0,0.000082289,0.000082289,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.004453182220458984,50.0,0.0,70,2
203.221.42.137,10.128.0.4,6,49,1,6231,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0007519721984863281,50.0,0,71,1
10.128.0.4,203.221.42.137,6,63,0,80,6231,0,0.000067695,0.000067695,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.0033631324768066406,50.0,0.0,72,2
203.221.42.137,10.128.0.4,6,49,1,6232,80,51,0.000000000,0.000000000,0x00000002,0,1,-1,0,51,-51,0,51.0,0.00077056884765625,51.0,0,73,1
10.128.0.4,203.221.42.137,6,63,0,80,6232,0,0.000069822,0.000069822,0x00000012,1,1,0,0,51,-51,0.0,51.0,0.0043413639068603516,51.0,0.0,74,2
203.221.42.137,10.128.0.4,6,49,1,6233,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0007696151733398438,50.0,0,75,1
10.128.0.4,203.221.42.137,6,63,0,80,6233,0,0.000064052,0.000064052,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.0032477378845214844,50.0,0.0,76,2
203.221.42.137,10.128.0.4,6,49,1,6234,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0007600784301757812,50.0,0,77,1
10.128.0.4,203.221.42.137,6,63,0,80,6234,0,0.000077335,0.000077335,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.004271507263183594,50.0,0.0,78,2
203.221.42.137,10.128.0.4,6,49,1,6207,80,50,0.332306055,0.332363135,0x00000002,1,2,-1,0,100,-100,0.0,50.0,0.2922031879425049,50.0,0.0,79,3
10.128.0.4,203.221.42.137,6,63,0,80,6207,0,0.000055755,0.332418890,0x00000012,2,2,0,0,100,-100,0.0,50.0,0.29476189613342285,50.0,0.0,80,4
203.221.42.137,10.128.0.4,6,49,1,6235,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0007517337799072266,50.0,0,81,1
10.128.0.4,203.221.42.137,6,63,0,80,6235,0,0.000059812,0.000059812,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.003175973892211914,50.0,0.0,82,2
203.221.42.137,10.128.0.4,6,49,1,6205,80,50,0.375880292,0.375925989,0x00000002,1,2,-1,0,100,-100,0.0,50.0,0.5254964828491211,50.0,0.0,83,3
10.128.0.4,203.221.42.137,6,63,0,80,6205,0,0.000049515,0.375975504,0x00000012,2,2,0,0,100,-100,0.0,50.0,0.5281550884246826,50.0,0.0,84,4
203.221.42.137,10.128.0.4,6,49,1,6236,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0007481575012207031,50.0,0,85,1
10.128.0.4,203.221.42.137,6,63,0,80,6236,0,0.000061794,0.000061794,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.003213167190551758,50.0,0.0,86,2
203.221.42.137,10.128.0.4,6,49,1,6237,80,52,0.000000000,0.000000000,0x00000002,0,1,-1,0,52,-52,0,52.0,0.0007462501525878906,52.0,0,87,1
10.128.0.4,203.221.42.137,6,63,0,80,6237,0,0.000066988,0.000066988,0x00000012,1,1,0,0,52,-52,0.0,52.0,0.003251314163208008,52.0,0.0,88,2
203.221.42.137,10.128.0.4,6,49,1,6238,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0007569789886474609,50.0,0,89,1
10.128.0.4,203.221.42.137,6,63,0,80,6238,0,0.000057489,0.000057489,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.0032377243041992188,50.0,0.0,90,2
203.221.42.137,10.128.0.4,6,49,1,6239,80,52,0.000000000,0.000000000,0x00000002,0,1,-1,0,52,-52,0,52.0,0.0007557868957519531,52.0,0,91,1
10.128.0.4,203.221.42.137,6,63,0,80,6239,0,0.000059718,0.000059718,0x00000012,1,1,0,0,52,-52,0.0,52.0,0.0032591819763183594,52.0,0.0,92,2
203.221.42.137,10.128.0.4,6,49,1,6240,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0007884502410888672,50.0,0,93,1
10.128.0.4,203.221.42.137,6,63,0,80,6240,0,0.000060327,0.000060327,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.0032999515533447266,50.0,0.0,94,2
203.221.42.137,10.128.0.4,6,49,1,6241,80,51,0.000000000,0.000000000,0x00000002,0,1,-1,0,51,-51,0,51.0,0.0007510185241699219,51.0,0,95,1
10.128.0.4,203.221.42.137,6,63,0,80,6241,0,0.000055657,0.000055657,0x00000012,1,1,0,0,51,-51,0.0,51.0,0.004235506057739258,51.0,0.0,96,2
203.221.42.137,10.128.0.4,6,49,1,6242,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0008394718170166016,50.0,0,97,1
10.128.0.4,203.221.42.137,6,63,0,80,6242,0,0.000058655,0.000058655,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.0033102035522460938,50.0,0.0,98,2
203.221.42.137,10.128.0.4,6,49,1,6243,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0007538795471191406,50.0,0,99,1
10.128.0.4,203.221.42.137,6,63,0,80,6243,0,0.000053909,0.000053909,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.004282474517822266,50.0,0.0,100,2
203.221.42.137,10.128.0.4,6,49,1,6244,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0007364749908447266,50.0,0,101,1
10.128.0.4,203.221.42.137,6,63,0,80,6244,0,0.000063549,0.000063549,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.0031850337982177734,50.0,0.0,102,2
203.221.42.137,10.128.0.4,6,49,1,6235,80,52,0.121299969,0.121359781,0x00000002,1,2,-1,0,102,-102,0.0,51.0,0.06521201133728027,51.0,0.0,103,3
10.128.0.4,203.221.42.137,6,63,0,80,6235,0,0.000051691,0.121411472,0x00000012,2,2,0,0,102,-102,0.0,51.0,0.06819844245910645,51.0,0.0,104,4
203.221.42.137,10.128.0.4,6,49,1,6245,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0007383823394775391,50.0,0,105,1
10.128.0.4,203.221.42.137,6,63,0,80,6245,0,0.000057163,0.000057163,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.0032024383544921875,50.0,0.0,106,2
203.221.42.137,10.128.0.4,6,49,1,6226,80,51,0.265387341,0.265447439,0x00000002,1,2,-1,0,101,-101,0.0,50.5,0.25606226921081543,50.5,0.0,107,3
10.128.0.4,203.221.42.137,6,63,0,80,6226,0,0.000043318,0.265490757,0x00000012,2,2,0,0,101,-101,0.0,50.5,0.2587285041809082,50.5,0.0,108,4
203.221.42.137,10.128.0.4,6,49,1,6218,80,51,0.235837831,0.364720191,0x00000002,2,3,-1,0,152,-152,0.0,50.666666666666664,0.3078131675720215,50.666666666666664,0.0,109,5
203.221.42.137,10.128.0.4,6,49,1,6246,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0007991790771484375,50.0,0,110,1
10.128.0.4,203.221.42.137,6,63,0,80,6246,0,0.000081849,0.000081849,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.004410982131958008,50.0,0.0,111,2
203.221.42.137,10.128.0.4,6,49,1,6247,80,51,0.000000000,0.000000000,0x00000002,0,1,-1,0,51,-51,0,51.0,0.0007679462432861328,51.0,0,112,1
10.128.0.4,203.221.42.137,6,63,0,80,6247,0,0.000078708,0.000078708,0x00000012,1,1,0,0,51,-51,0.0,51.0,0.0032618045806884766,51.0,0.0,113,2
203.221.42.137,10.128.0.4,6,49,1,6202,80,50,0.585756671,0.585811402,0x00000002,1,2,-1,0,102,-102,0.0,51.0,0.7564711570739746,51.0,0.0,114,3
10.128.0.4,203.221.42.137,6,63,0,80,6202,0,0.000063278,0.585874680,0x00000012,2,2,0,0,102,-102,0.0,51.0,0.7601773738861084,51.0,0.0,115,4
203.221.42.137,10.128.0.4,6,49,1,6248,80,51,0.000000000,0.000000000,0x00000002,0,1,-1,0,51,-51,0,51.0,0.0007526874542236328,51.0,0,116,1
10.128.0.4,203.221.42.137,6,63,0,80,6248,0,0.000077539,0.000077539,0x00000012,1,1,0,0,51,-51,0.0,51.0,0.003324270248413086,51.0,0.0,117,2
203.221.42.137,10.128.0.4,6,49,1,6228,80,50,0.313847462,0.313899995,0x00000002,1,2,-1,0,100,-100,0.0,50.0,0.4013559818267822,50.0,0.0,118,3
10.128.0.4,203.221.42.137,6,63,0,80,6228,0,0.000071594,0.313971589,0x00000012,2,2,0,0,100,-100,0.0,50.0,0.4050593376159668,50.0,0.0,119,4
203.221.42.137,10.128.0.4,6,49,1,6249,80,51,0.000000000,0.000000000,0x00000002,0,1,-1,0,51,-51,0,51.0,0.0007452964782714844,51.0,0,120,1
10.128.0.4,203.221.42.137,6,63,0,80,6249,0,0.000067254,0.000067254,0x00000012,1,1,0,0,51,-51,0.0,51.0,0.0032112598419189453,51.0,0.0,121,2
203.221.42.137,10.128.0.4,6,49,1,6250,80,51,0.000000000,0.000000000,0x00000002,0,1,-1,0,51,-51,0,51.0,0.000759124755859375,51.0,0,122,1
10.128.0.4,203.221.42.137,6,63,0,80,6250,0,0.000088780,0.000088780,0x00000012,1,1,0,0,51,-51,0.0,51.0,0.004308938980102539,51.0,0.0,123,2
203.221.42.137,10.128.0.4,6,49,1,6251,80,51,0.000000000,0.000000000,0x00000002,0,1,-1,0,51,-51,0,51.0,0.0007472038269042969,51.0,0,124,1
10.128.0.4,203.221.42.137,6,63,0,80,6251,0,0.000064529,0.000064529,0x00000012,1,1,0,0,51,-51,0.0,51.0,0.0031859874725341797,51.0,0.0,125,2
203.221.42.137,10.128.0.4,6,49,1,6252,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0007658004760742188,50.0,0,126,1
10.128.0.4,203.221.42.137,6,63,0,80,6252,0,0.000064350,0.000064350,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.0032072067260742188,50.0,0.0,127,2
203.221.42.137,10.128.0.4,6,49,1,6253,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0007576942443847656,50.0,0,128,1
10.128.0.4,203.221.42.137,6,63,0,80,6253,0,0.000065861,0.000065861,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.003368854522705078,50.0,0.0,129,2
203.221.42.137,10.128.0.4,6,49,1,6254,80,51,0.000000000,0.000000000,0x00000002,0,1,-1,0,51,-51,0,51.0,0.0007457733154296875,51.0,0,130,1
10.128.0.4,203.221.42.137,6,63,0,80,6254,0,0.000080572,0.000080572,0x00000012,1,1,0,0,51,-51,0.0,51.0,0.003233671188354492,51.0,0.0,131,2
203.221.42.137,10.128.0.4,6,49,1,6221,80,51,0.462733171,0.462782228,0x00000002,1,2,-1,0,101,-101,0.0,50.5,0.483551025390625,50.5,0.0,132,3
10.128.0.4,203.221.42.137,6,63,0,80,6221,0,0.000059934,0.462842162,0x00000012,2,2,0,0,101,-101,0.0,50.5,0.4862501621246338,50.5,0.0,133,4
203.221.42.137,10.128.0.4,6,49,1,6255,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0007481575012207031,50.0,0,134,1
10.128.0.4,203.221.42.137,6,63,0,80,6255,0,0.000072057,0.000072057,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.0031561851501464844,50.0,0.0,135,2
203.221.42.137,10.128.0.4,6,49,1,6256,80,51,0.000000000,0.000000000,0x00000002,0,1,-1,0,51,-51,0,51.0,0.000823974609375,51.0,0,136,1
10.128.0.4,203.221.42.137,6,63,0,80,6256,0,0.000038131,0.000038131,0x00000012,1,1,0,0,51,-51,0.0,51.0,0.003360271453857422,51.0,0.0,137,2
203.221.42.137,10.128.0.4,6,49,1,6257,80,51,0.000000000,0.000000000,0x00000002,0,1,-1,0,51,-51,0,51.0,0.0007410049438476562,51.0,0,138,1
10.128.0.4,203.221.42.137,6,63,0,80,6257,0,0.000041179,0.000041179,0x00000012,1,1,0,0,51,-51,0.0,51.0,0.003185272216796875,51.0,0.0,139,2
203.221.42.137,10.128.0.4,6,49,1,6258,80,51,0.000000000,0.000000000,0x00000002,0,1,-1,0,51,-51,0,51.0,0.0007588863372802734,51.0,0,140,1
10.128.0.4,203.221.42.137,6,63,0,80,6258,0,0.000045997,0.000045997,0x00000012,1,1,0,0,51,-51,0.0,51.0,0.0032989978790283203,51.0,0.0,141,2
203.221.42.137,10.128.0.4,6,49,1,6259,80,51,0.000000000,0.000000000,0x00000002,0,1,-1,0,51,-51,0,51.0,0.0007693767547607422,51.0,0,142,1
10.128.0.4,203.221.42.137,6,63,0,80,6259,0,0.000050031,0.000050031,0x00000012,1,1,0,0,51,-51,0.0,51.0,0.0032660961151123047,51.0,0.0,143,2
203.221.42.137,10.128.0.4,6,49,1,6260,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0007607936859130859,50.0,0,144,1
10.128.0.4,203.221.42.137,6,63,0,80,6260,0,0.000047394,0.000047394,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.004374027252197266,50.0,0.0,145,2
203.221.42.137,10.128.0.4,6,49,1,6261,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0007967948913574219,50.0,0,146,1
10.128.0.4,203.221.42.137,6,63,0,80,6261,0,0.000051202,0.000051202,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.0032439231872558594,50.0,0.0,147,2
203.221.42.137,10.128.0.4,6,49,1,6249,80,50,0.148651463,0.148718717,0x00000002,1,2,-1,0,101,-101,0.0,50.5,0.0829932689666748,50.5,0.0,148,3
10.128.0.4,203.221.42.137,6,63,0,80,6249,0,0.000035063,0.148753780,0x00000012,2,2,0,0,101,-101,0.0,50.5,0.08627200126647949,50.5,0.0,149,4
203.221.42.137,10.128.0.4,6,49,1,6254,80,50,0.110207458,0.110288030,0x00000002,1,2,-1,0,101,-101,0.0,50.5,0.05969047546386719,50.5,0.0,150,3
10.128.0.4,203.221.42.137,6,63,0,80,6254,0,0.000045124,0.110333154,0x00000012,2,2,0,0,101,-101,0.0,50.5,0.06232023239135742,50.5,0.0,151,4
203.221.42.137,10.128.0.4,6,49,1,6262,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0007638931274414062,50.0,0,152,1
10.128.0.4,203.221.42.137,6,63,0,80,6262,0,0.000045776,0.000045776,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.0034105777740478516,50.0,0.0,153,2
203.221.42.137,10.128.0.4,6,49,1,6263,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0007495880126953125,50.0,0,154,1
10.128.0.4,203.221.42.137,6,63,0,80,6263,0,0.000049593,0.000049593,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.0033118724822998047,50.0,0.0,155,2
203.221.42.137,10.128.0.4,6,49,1,6230,80,50,0.488230488,0.488312777,0x00000002,1,2,-1,0,100,-100,0.0,50.0,0.5005602836608887,50.0,0.0,156,3
