src,dst,proto,ttl,inbound,srcport,dstport,length,time_delta,time_relative,flags,outbound_pkt_count,inbound_pkt_count,pkt_count_diff,outbound_bytes,inbound_bytes,bytes_diff,outbound_bytes_mean,inbound_bytes_mean,transaction_duration,inbound_avg_interpacket_time,outbound_avg_interpacket_time,connections_from_ip_3_seconds,connections_from_ip_port_3_seconds
203.221.42.137,10.128.0.4,6,49,1,58151,22,0,0.091512027,31.632029980,0x00000010,46,77,-31,3000,1116,1884,65.21739130434783,14.493506493506494,31.49412965774536,14.493506493506487,65.21739130434781,123,123
203.221.42.137,10.128.0.4,6,49,1,58151,22,36,0.004785904,31.636815884,0x00000018,46,78,-32,3000,1152,1848,65.21739130434783,14.76923076923077,31.496703624725342,14.769230769230763,65.21739130434781,124,124
10.128.0.4,203.221.42.137,6,64,0,22,58151,36,0.000337287,31.637153171,0x00000018,47,78,-31,3036,1152,1884,64.59574468085107,14.76923076923077,31.499334812164307,14.769230769230763,64.59574468085106,125,125
203.221.42.137,10.128.0.4,6,49,1,58151,22,0,0.209456508,31.846609679,0x00000010,47,79,-32,3036,1152,1884,64.59574468085107,14.582278481012658,31.741130352020264,14.582278481012652,64.59574468085106,126,126
203.221.42.137,10.128.0.4,6,49,1,58151,22,36,0.838599796,32.685209475,0x00000018,47,80,-33,3036,1188,1848,64.59574468085107,14.85,32.509352922439575,14.849999999999994,64.59574468085106,127,127
10.128.0.4,203.221.42.137,6,64,0,22,58151,44,0.000309471,32.685518946,0x00000018,48,80,-32,3080,1188,1892,64.16666666666667,14.85,32.51201272010803,14.849999999999994,64.16666666666666,128,128
203.221.42.137,10.128.0.4,6,49,1,58151,22,36,0.131563866,32.817082812,0x00000018,48,81,-33,3080,1224,1856,64.16666666666667,15.11111111111111,32.76546263694763,15.111111111111105,64.16666666666666,129,129
10.128.0.4,203.221.42.137,6,64,0,22,58151,44,0.000348489,32.817431301,0x00000018,49,81,-32,3124,1224,1900,63.755102040816325,15.11111111111111,32.768320083618164,15.111111111111105,63.75510204081632,130,130
203.221.42.137,10.128.0.4,6,49,1,58151,22,0,0.074707723,32.892139024,0x00000010,49,82,-33,3124,1224,1900,63.755102040816325,14.926829268292684,32.77098369598389,14.926829268292677,63.75510204081632,131,131
203.221.42.137,10.128.0.4,6,49,1,58151,22,36,0.074653523,32.966792547,0x00000018,49,83,-34,3124,1260,1864,63.755102040816325,15.180722891566266,33.021790504455566,15.18072289156626,63.75510204081632,132,132
10.128.0.4,203.221.42.137,6,64,0,22,58151,44,0.000301627,32.967094174,0x00000018,50,83,-33,3168,1260,1908,63.36,15.180722891566266,33.02456283569336,15.18072289156626,63.35999999999999,133,133
203.221.42.137,10.128.0.4,6,49,1,58151,22,0,0.057441541,33.024535715,0x00000010,50,84,-34,3168,1260,1908,63.36,15.0,33.02716279029846,14.999999999999995,63.35999999999999,134,134
203.221.42.137,10.128.0.4,6,49,1,58151,22,0,0.149415857,33.173951572,0x00000010,50,85,-35,3168,1260,1908,63.36,14.823529411764707,33.02965259552002,14.823529411764701,63.35999999999999,135,135
203.221.42.137,10.128.0.4,6,49,1,58151,22,36,3.123984184,36.297935756,0x00000018,50,86,-36,3168,1296,1872,63.36,15.069767441860465,36.34990739822388,15.06976744186046,63.35999999999999,136,136
10.128.0.4,203.221.42.137,6,64,0,22,58151,36,0.000344788,36.298280544,0x00000018,51,86,-35,3204,1296,1908,62.8235294117647,15.069767441860465,36.353057622909546,15.06976744186046,62.823529411764696,137,137
203.221.42.137,10.128.0.4,6,49,1,58151,22,36,0.134865698,36.433146242,0x00000018,51,87,-36,3204,1332,1872,62.8235294117647,15.310344827586206,36.355733156204224,15.310344827586201,62.823529411764696,138,138
10.128.0.4,203.221.42.137,6,64,0,22,58151,36,0.000301305,36.433447547,0x00000018,52,87,-35,3240,1332,1908,62.30769230769231,15.310344827586206,36.35823369026184,15.310344827586201,62.3076923076923,139,139
203.221.42.137,10.128.0.4,6,49,1,58151,22,0,0.073536335,36.506983882,0x00000010,52,88,-36,3240,1332,1908,62.30769230769231,15.136363636363637,36.360713481903076,15.136363636363631,62.3076923076923,140,140
203.221.42.137,10.128.0.4,6,49,1,58151,22,36,0.014724914,36.521708796,0x00000018,52,89,-37,3240,1368,1872,62.30769230769231,15.370786516853933,36.36336159706116,15.370786516853927,62.3076923076923,141,141
10.128.0.4,203.221.42.137,6,64,0,22,58151,36,0.000317548,36.522026344,0x00000018,53,89,-36,3276,1368,1908,61.81132075471698,15.370786516853933,36.365896463394165,15.370786516853927,61.811320754716974,142,142
203.221.42.137,10.128.0.4,6,49,1,58151,22,36,0.090316479,36.612342823,0x00000018,53,90,-37,3276,1404,1872,61.81132075471698,15.6,36.605664014816284,15.599999999999994,61.811320754716974,143,143
10.128.0.4,203.221.42.137,6,64,0,22,58151,36,0.000339346,36.612682169,0x00000018,54,90,-36,3312,1404,1908,61.333333333333336,15.6,36.608457803726196,15.599999999999994,61.33333333333332,144,144
203.221.42.137,10.128.0.4,6,49,1,58151,22,0,0.027145762,36.639827931,0x00000010,54,91,-37,3312,1404,1908,61.333333333333336,15.428571428571429,36.61127042770386,15.428571428571423,61.33333333333332,145,145
203.221.42.137,10.128.0.4,6,49,1,58151,22,0,0.088965997,36.728793928,0x00000010,54,92,-38,3312,1404,1908,61.333333333333336,15.26086956521739,36.6137855052948,15.260869565217387,61.33333333333332,146,146
203.221.42.137,10.128.0.4,6,49,1,58151,22,0,0.089866718,36.818660646,0x00000010,54,93,-39,3312,1404,1908,61.333333333333336,15.096774193548388,36.861775159835815,15.096774193548383,61.33333333333332,147,147
203.221.42.137,10.128.0.4,6,49,1,58151,22,36,0.004468233,36.823128879,0x00000018,54,94,-40,3312,1440,1872,61.333333333333336,15.319148936170214,36.8653883934021,15.319148936170208,61.33333333333332,148,148
10.128.0.4,203.221.42.137,6,64,0,22,58151,36,0.000264071,36.823392950,0x00000018,55,94,-39,3348,1440,1908,60.872727272727275,15.319148936170214,36.86804008483887,15.319148936170208,60.87272727272727,149,149
203.221.42.137,10.128.0.4,6,49,1,58151,22,36,0.044756223,36.868149173,0x00000018,55,95,-40,3348,1476,1872,60.872727272727275,15.536842105263158,36.870553970336914,15.536842105263153,60.87272727272727,150,150
10.128.0.4,203.221.42.137,6,64,0,22,58151,36,0.000283314,36.868432487,0x00000018,56,95,-39,3384,1476,1908,60.42857142857143,15.536842105263158,36.87307119369507,15.536842105263153,60.42857142857142,151,151
203.221.42.137,10.128.0.4,6,49,1,58151,22,36,0.060716515,36.929149002,0x00000018,56,96,-40,3384,1512,1872,60.42857142857143,15.75,36.875932455062866,15.749999999999995,60.42857142857142,152,152
10.128.0.4,203.221.42.137,6,64,0,22,58151,36,0.000292717,36.929441719,0x00000018,57,96,-39,3420,1512,1908,60.0,15.75,36.87850904464722,15.749999999999995,59.99999999999999,153,153
203.221.42.137,10.128.0.4,6,49,1,58151,22,36,0.057733356,36.987175075,0x00000018,57,97,-40,3420,1548,1872,60.0,15.958762886597938,36.88101840019226,15.958762886597933,59.99999999999999,154,154
10.128.0.4,203.221.42.137,6,64,0,22,58151,36,0.000314418,36.987489493,0x00000018,58,97,-39,3456,1548,1908,59.58620689655172,15.958762886597938,36.88355207443237,15.958762886597933,59.586206896551715,155,155
203.221.42.137,10.128.0.4,6,49,1,58151,22,0,0.042150240,37.029639733,0x00000010,58,98,-40,3456,1548,1908,59.58620689655172,15.795918367346939,36.88614106178284,15.795918367346934,59.586206896551715,156,156
203.221.42.137,10.128.0.4,6,49,1,58151,22,0,0.045892819,37.075532552,0x00000010,58,99,-41,3456,1548,1908,59.58620689655172,15.636363636363637,37.11779594421387,15.636363636363631,59.586206896551715,157,157
203.221.42.137,10.128.0.4,6,49,1,58151,22,0,0.061233226,37.136765778,0x00000010,58,100,-42,3456,1548,1908,59.58620689655172,15.48,37.120529890060425,15.479999999999995,59.586206896551715,158,158
203.221.42.137,10.128.0.4,6,49,1,58151,22,0,0.057378554,37.194144332,0x00000010,58,101,-43,3456,1548,1908,59.58620689655172,15.326732673267326,37.12315273284912,15.326732673267323,59.586206896551715,159,159
203.221.42.137,10.128.0.4,6,49,1,58151,22,36,0.004665882,37.198810214,0x00000018,58,102,-44,3456,1584,1872,59.58620689655172,15.529411764705882,37.125672340393066,15.529411764705879,59.586206896551715,160,160
10.128.0.4,203.221.42.137,6,64,0,22,58151,44,0.004767198,37.203577412,0x00000018,59,102,-43,3500,1584,1916,59.32203389830509,15.529411764705882,37.12821626663208,15.529411764705879,59.32203389830508,161,161
203.221.42.137,10.128.0.4,6,49,1,58151,22,0,0.275616825,37.479194237,0x00000010,59,103,-44,3500,1584,1916,59.32203389830509,15.37864077669903,37.37300682067871,15.378640776699024,59.32203389830508,162,162
203.221.42.137,10.128.0.4,6,49,1,58151,22,36,0.351465303,37.830659540,0x00000018,59,104,-45,3500,1620,1880,59.32203389830509,15.576923076923077,37.88584327697754,15.576923076923073,59.32203389830508,163,163
10.128.0.4,203.221.42.137,6,64,0,22,58151,36,0.000270935,37.830930475,0x00000018,60,104,-44,3536,1620,1916,58.93333333333333,15.576923076923077,37.888630867004395,15.576923076923073,58.93333333333332,164,164
10.128.0.4,203.221.42.137,6,64,0,22,58151,684,0.013096812,37.844027287,0x00000018,61,104,-43,4220,1620,2600,69.18032786885246,15.576923076923077,37.89125847816467,15.576923076923073,69.18032786885246,165,165
10.128.0.4,203.221.42.137,6,64,0,22,58151,140,0.000643013,37.844670300,0x00000018,62,104,-42,4360,1620,2740,70.3225806451613,15.576923076923077,37.893821716308594,15.576923076923073,70.3225806451613,166,166
203.221.42.137,10.128.0.4,6,49,1,58151,22,0,0.248131046,38.092801346,0x00000010,62,105,-43,4360,1620,2740,70.3225806451613,15.428571428571429,38.14135003089905,15.428571428571423,70.3225806451613,167,167
203.221.42.137,10.128.0.4,6,49,1,58151,22,0,0.000028579,38.092829925,0x00000010,62,106,-44,4360,1620,2740,70.3225806451613,15.283018867924529,38.1441125869751,15.283018867924524,70.3225806451613,168,168
203.221.42.137,10.128.0.4,6,49,1,58151,22,0,0.004537102,38.097367027,0x00000010,62,107,-45,4360,1620,2740,70.3225806451613,15.14018691588785,38.146830558776855,15.140186915887845,70.3225806451613,169,169
169.254.169.254,10.128.0.4,6,64,1,80,40330,260,60.016823773,60.017304019,0x00000018,3,4,-1,293,260,33,97.66666666666667,65.0,59.882482290267944,65.0,97.66666666666667,42,40
10.128.0.4,169.254.169.254,6,64,0,40330,80,0,0.000103465,60.017407484,0x00000010,4,4,0,293,260,33,73.25,65.0,59.88588523864746,65.0,73.25,43,41
169.254.169.254,10.128.0.4,6,64,1,80,40330,0,0.000051391,60.017458875,0x00000011,4,5,-1,293,260,33,73.25,52.0,59.88830375671387,52.0,73.25,44,42
10.128.0.4,169.254.169.254,6,64,0,40244,80,0,59.975791944,60.019074870,0x00000011,3,2,1,0,260,-260,0.0,130.0,59.90411615371704,130.0,0.0,45,43
169.254.169.254,10.128.0.4,6,64,1,80,40244,0,0.000093998,60.019168868,0x00000010,3,3,0,0,260,-260,0.0,86.66666666666667,59.90644979476929,86.66666666666667,0.0,46,44
10.128.0.4,169.254.169.254,6,64,0,40332,80,0,0.000000000,0.000000000,0x00000002,1,0,1,0,0,0,0.0,0,0.0007598400115966797,0,0.0,47,45
169.254.169.254,10.128.0.4,6,64,1,80,40332,0,0.000209975,0.000209975,0x00000012,1,1,0,0,0,0,0.0,0.0,0.003428220748901367,0.0,0.0,48,46
10.128.0.4,169.254.169.254,6,64,0,40332,80,0,0.000018228,0.000228203,0x00000010,2,1,1,0,0,0,0.0,0.0,0.0057468414306640625,0.0,0.0,49,47
10.128.0.4,169.254.169.254,6,64,0,40332,80,293,0.000031214,0.000259417,0x00000018,3,1,2,293,0,293,97.66666666666667,0.0,0.008349418640136719,0.0,97.66666666666667,50,48
169.254.169.254,10.128.0.4,6,64,1,80,40332,0,0.000074560,0.000333977,0x00000010,3,2,1,293,0,293,97.66666666666667,0.0,0.010882139205932617,0.0,97.66666666666667,51,49
169.254.169.254,10.128.0.4,6,64,1,80,40332,0,0.000052458,0.000386435,0x00000010,3,3,0,293,0,293,97.66666666666667,0.0,0.01333165168762207,0.0,97.66666666666667,52,50
10.128.0.4,169.254.169.254,6,64,0,40330,80,0,0.040637795,60.058096670,0x00000010,5,5,0,293,260,33,58.6,52.0,59.9114043712616,52.0,58.6,53,51
169.254.169.254,10.128.0.4,6,64,1,80,40326,583,77.018916050,77.019448762,0x00000018,3,4,-1,286,583,-297,95.33333333333333,145.75,77.04229640960693,145.75,95.33333333333333,54,52
10.128.0.4,169.254.169.254,6,64,0,40326,80,0,0.000056040,77.019504802,0x00000010,4,4,0,286,583,-297,71.5,145.75,77.04570651054382,145.75,71.5,55,53
169.254.169.254,10.128.0.4,6,64,1,80,40326,0,0.000006594,77.019511396,0x00000011,4,5,-1,286,583,-297,71.5,116.6,77.04813313484192,116.6,71.5,56,54
10.128.0.4,169.254.169.254,6,64,0,40326,80,0,0.000763360,77.020274756,0x00000011,5,5,0,286,583,-297,57.2,116.6,77.05059123039246,116.6,57.2,57,55
169.254.169.254,10.128.0.4,6,64,1,80,40326,0,0.000099127,77.020373883,0x00000010,5,6,-1,286,583,-297,57.2,97.16666666666667,77.05294752120972,97.16666666666667,57.2,58,56
10.128.0.4,169.254.169.254,6,64,0,40334,80,0,0.000000000,0.000000000,0x00000002,1,0,1,0,0,0,0.0,0,0.0007789134979248047,0,0.0,59,57
169.254.169.254,10.128.0.4,6,64,1,80,40334,0,0.000257780,0.000257780,0x00000012,1,1,0,0,0,0,0.0,0.0,0.0034072399139404297,0.0,0.0,60,58
10.128.0.4,169.254.169.254,6,64,0,40334,80,0,0.000034658,0.000292438,0x00000010,2,1,1,0,0,0,0.0,0.0,0.005701780319213867,0.0,0.0,61,59
10.128.0.4,169.254.169.254,6,64,0,40334,80,286,0.000059142,0.000351580,0x00000018,3,1,2,286,0,286,95.33333333333333,0.0,0.008307218551635742,0.0,95.33333333333333,62,60
169.254.169.254,10.128.0.4,6,64,1,80,40334,0,0.000183519,0.000535099,0x00000010,3,2,1,286,0,286,95.33333333333333,0.0,0.01085042953491211,0.0,95.33333333333333,63,61
169.254.169.254,10.128.0.4,6,64,1,80,40334,0,0.000009644,0.000544743,0x00000010,3,3,0,286,0,286,95.33333333333333,0.0,0.013308048248291016,0.0,95.33333333333333,64,62
169.254.169.254,10.128.0.4,6,64,1,80,40328,576,77.019528151,77.020032584,0x00000018,3,4,-1,258,576,-318,86.0,144.0,77.02826952934265,144.0,86.0,65,63
10.128.0.4,169.254.169.254,6,64,0,40328,80,0,0.000055738,77.020088322,0x00000010,4,4,0,258,576,-318,64.5,144.0,77.0320417881012,144.0,64.5,66,64
169.254.169.254,10.128.0.4,6,64,1,80,40328,0,0.000005126,77.020093448,0x00000011,4,5,-1,258,576,-318,64.5,115.2,77.03460431098938,115.2,64.5,67,65
10.128.0.4,169.254.169.254,6,64,0,40328,80,0,0.000005658,77.020099106,0x00000010,5,5,0,258,576,-318,51.6,115.2,77.03699851036072,115.2,51.6,68,66
169.254.169.254,10.128.0.4,6,64,1,80,40328,1420,0.000001444,77.020100550,0x00000010,5,6,-1,258,1996,-1738,51.6,332.6666666666667,77.04076766967773,332.6666666666667,51.6,69,67
169.254.169.254,10.128.0.4,6,64,1,80,40328,1420,0.000000050,77.020100600,0x00000010,5,7,-2,258,3416,-3158,51.6,488.0,77.0434057712555,488.0,51.6,70,68
10.128.0.4,169.254.169.254,6,64,0,40328,80,0,0.000013489,77.020114089,0x00000010,6,7,-1,258,3416,-3158,43.0,488.0,77.045827627182,488.0,43.0,71,69
10.128.0.4,169.254.169.254,6,64,0,40328,80,0,0.000004277,77.020118366,0x00000010,7,7,0,258,3416,-3158,36.857142857142854,488.0,77.04826378822327,488.0,36.857142857142854,72,70
10.128.0.4,169.254.169.254,6,64,0,40328,80,0,0.000492045,77.020610411,0x00000011,8,7,1,258,3416,-3158,32.25,488.0,77.05162906646729,488.0,32.25,73,71
169.254.169.254,10.128.0.4,6,64,1,80,40328,0,0.000076987,77.020687398,0x00000010,8,8,0,258,3416,-3158,32.25,427.0,77.05418920516968,427.0,32.25,74,72
10.128.0.4,169.254.169.254,6,64,0,40336,80,0,0.000000000,0.000000000,0x00000002,1,0,1,0,0,0,0.0,0,0.0007655620574951172,0,0.0,75,73
169.254.169.254,10.128.0.4,6,64,1,80,40336,0,0.000358113,0.000358113,0x00000012,1,1,0,0,0,0,0.0,0.0,0.0033729076385498047,0.0,0.0,76,74
10.128.0.4,169.254.169.254,6,64,0,40336,80,0,0.000030437,0.000388550,0x00000010,2,1,1,0,0,0,0.0,0.0,0.005994081497192383,0.0,0.0,77,75
10.128.0.4,169.254.169.254,6,64,0,40336,80,258,0.000047926,0.000436476,0x00000018,3,1,2,258,0,258,86.0,0.0,0.008762836456298828,0.0,86.0,78,76
169.254.169.254,10.128.0.4,6,64,1,80,40336,0,0.000099389,0.000535865,0x00000010,3,2,1,258,0,258,86.0,0.0,0.011108875274658203,0.0,86.0,79,77
169.254.169.254,10.128.0.4,6,64,1,80,40336,0,0.000113280,0.000649145,0x00000010,3,3,0,258,0,258,86.0,0.0,0.013546228408813477,0.0,86.0,80,78
169.254.169.254,10.128.0.4,6,64,1,80,40332,260,60.016909404,60.017295839,0x00000018,3,4,-1,293,260,33,97.66666666666667,65.0,60.14684462547302,65.0,97.66666666666667,81,79
10.128.0.4,169.254.169.254,6,64,0,40332,80,0,0.000100536,60.017396375,0x00000010,4,4,0,293,260,33,73.25,65.0,60.15030288696289,65.0,73.25,82,80
169.254.169.254,10.128.0.4,6,64,1,80,40332,0,0.000006080,60.017402455,0x00000011,4,5,-1,293,260,33,73.25,52.0,60.152790784835815,52.0,73.25,83,81
10.128.0.4,169.254.169.254,6,64,0,40330,80,0,59.978579823,120.036676493,0x00000011,6,5,1,293,260,33,48.833333333333336,52.0,120.05092358589172,52.0,48.833333333333336,84,82
169.254.169.254,10.128.0.4,6,64,1,80,40330,0,0.000138619,120.036815112,0x00000010,6,6,0,293,260,33,48.833333333333336,43.333333333333336,120.05331015586853,43.333333333333336,48.833333333333336,85,83
10.128.0.4,169.254.169.254,6,64,0,40338,80,0,0.000000000,0.000000000,0x00000002,1,0,1,0,0,0,0.0,0,0.000774383544921875,0,0.0,86,84
169.254.169.254,10.128.0.4,6,64,1,80,40338,0,0.000241790,0.000241790,0x00000012,1,1,0,0,0,0,0.0,0.0,0.0034990310668945312,0.0,0.0,87,85
10.128.0.4,169.254.169.254,6,64,0,40338,80,0,0.000021988,0.000263778,0x00000010,2,1,1,0,0,0,0.0,0.0,0.005971670150756836,0.0,0.0,88,86
10.128.0.4,169.254.169.254,6,64,0,40338,80,293,0.000038080,0.000301858,0x00000018,3,1,2,293,0,293,97.66666666666667,0.0,0.008598566055297852,0.0,97.66666666666667,89,87
169.254.169.254,10.128.0.4,6,64,1,80,40338,0,0.000128615,0.000430473,0x00000010,3,2,1,293,0,293,97.66666666666667,0.0,0.011274337768554688,0.0,97.66666666666667,90,88
169.254.169.254,10.128.0.4,6,64,1,80,40338,0,0.000029429,0.000459902,0x00000010,3,3,0,293,0,293,97.66666666666667,0.0,0.013719320297241211,0.0,97.66666666666667,91,89
10.128.0.4,169.254.169.254,6,64,0,40332,80,0,0.041973817,60.059376272,0x00000010,5,5,0,293,260,33,58.6,52.0,60.17643976211548,52.0,58.6,92,90
169.254.169.254,10.128.0.4,6,64,1,80,40334,583,77.019071849,77.019616592,0x00000018,3,4,-1,286,583,-297,95.33333333333333,145.75,77.04284501075745,145.75,95.33333333333333,93,91
10.128.0.4,169.254.169.254,6,64,0,40334,80,0,0.000105222,77.019721814,0x00000010,4,4,0,286,583,-297,71.5,145.75,77.04636359214783,145.75,71.5,94,92
169.254.169.254,10.128.0.4,6,64,1,80,40334,0,0.000006611,77.019728425,0x00000011,4,5,-1,286,583,-297,71.5,116.6,77.04888224601746,116.6,71.5,95,93
10.128.0.4,169.254.169.254,6,64,0,40334,80,0,0.000765440,77.020493865,0x00000011,5,5,0,286,583,-297,57.2,116.6,77.05137825012207,116.6,57.2,96,94
169.254.169.254,10.128.0.4,6,64,1,80,40334,0,0.000085142,77.020579007,0x00000010,5,6,-1,286,583,-297,57.2,97.16666666666667,77.05374908447266,97.16666666666667,57.2,97,95
10.128.0.4,169.254.169.254,6,64,0,40340,80,0,0.000000000,0.000000000,0x00000002,1,0,1,0,0,0,0.0,0,0.0007686614990234375,0,0.0,98,96
169.254.169.254,10.128.0.4,6,64,1,80,40340,0,0.000261768,0.000261768,0x00000012,1,1,0,0,0,0,0.0,0.0,0.0034890174865722656,0.0,0.0,99,97
10.128.0.4,169.254.169.254,6,64,0,40340,80,0,0.000019291,0.000281059,0x00000010,2,1,1,0,0,0,0.0,0.0,0.0058400630950927734,0.0,0.0,100,98
10.128.0.4,169.254.169.254,6,64,0,40340,80,286,0.000043693,0.000324752,0x00000018,3,1,2,286,0,286,95.33333333333333,0.0,0.00849771499633789,0.0,95.33333333333333,101,99
169.254.169.254,10.128.0.4,6,64,1,80,40340,0,0.000068263,0.000393015,0x00000010,3,2,1,286,0,286,95.33333333333333,0.0,0.011057376861572266,0.0,95.33333333333333,102,100
169.254.169.254,10.128.0.4,6,64,1,80,40340,0,0.000048050,0.000441065,0x00000010,3,3,0,286,0,286,95.33333333333333,0.0,0.013529777526855469,0.0,95.33333333333333,103,101
169.254.169.254,10.128.0.4,6,64,1,80,40336,576,77.019360115,77.020009260,0x00000018,3,4,-1,258,576,-318,86.0,144.0,77.02778625488281,144.0,86.0,104,102
10.128.0.4,169.254.169.254,6,64,0,40336,80,0,0.000036894,77.020046154,0x00000010,4,4,0,258,576,-318,64.5,144.0,77.03150796890259,144.0,64.5,105,103
169.254.169.254,10.128.0.4,6,64,1,80,40336,0,0.000005752,77.020051906,0x00000011,4,5,-1,258,576,-318,64.5,115.2,77.03406119346619,115.2,64.5,106,104
10.128.0.4,169.254.169.254,6,64,0,40336,80,0,0.000005891,77.020057797,0x00000010,5,5,0,258,576,-318,51.6,115.2,77.03647756576538,115.2,51.6,107,105
169.254.169.254,10.128.0.4,6,64,1,80,40336,1420,0.000001425,77.020059222,0x00000010,5,6,-1,258,1996,-1738,51.6,332.6666666666667,77.04010963439941,332.6666666666667,51.6,108,106
169.254.169.254,10.128.0.4,6,64,1,80,40336,1420,0.000000058,77.020059280,0x00000010,5,7,-2,258,3416,-3158,51.6,488.0,77.04282689094543,488.0,51.6,109,107
10.128.0.4,169.254.169.254,6,64,0,40336,80,0,0.000027606,77.020086886,0x00000010,6,7,-1,258,3416,-3158,43.0,488.0,77.04519939422607,488.0,43.0,110,108
10.128.0.4,169.254.169.254,6,64,0,40336,80,0,0.000006674,77.020093560,0x00000010,7,7,0,258,3416,-3158,36.857142857142854,488.0,77.04757285118103,488.0,36.857142857142854,111,109
10.128.0.4,169.254.169.254,6,64,0,40336,80,0,0.000488505,77.020582065,0x00000011,8,7,1,258,3416,-3158,32.25,488.0,77.05086970329285,488.0,32.25,112,110
169.254.169.254,10.128.0.4,6,64,1,80,40336,0,0.000098921,77.020680986,0x00000010,8,8,0,258,3416,-3158,32.25,427.0,77.05338621139526,427.0,32.25,113,111
10.128.0.4,169.254.169.254,6,64,0,40342,80,0,0.000000000,0.000000000,0x00000002,1,0,1,0,0,0,0.0,0,0.000820159912109375,0,0.0,114,112
169.254.169.254,10.128.0.4,6,64,1,80,40342,0,0.000250295,0.000250295,0x00000012,1,1,0,0,0,0,0.0,0.0,0.003566741943359375,0.0,0.0,115,113
10.128.0.4,169.254.169.254,6,64,0,40342,80,0,0.000034013,0.000284308,0x00000010,2,1,1,0,0,0,0.0,0.0,0.0061986446380615234,0.0,0.0,116,114
10.128.0.4,169.254.169.254,6,64,0,40342,80,258,0.000078447,0.000362755,0x00000018,3,1,2,258,0,258,86.0,0.0,0.008985519409179688,0.0,86.0,117,115
169.254.169.254,10.128.0.4,6,64,1,80,40342,0,0.000103738,0.000466493,0x00000010,3,2,1,258,0,258,86.0,0.0,0.011322975158691406,0.0,86.0,118,116
169.254.169.254,10.128.0.4,6,64,1,80,40342,0,0.000060831,0.000527324,0x00000010,3,3,0,258,0,258,86.0,0.0,0.013790607452392578,0.0,86.0,119,117
10.128.0.4,203.221.42.137,6,64,0,22,58151,120,119.844154116,157.941521143,0x00000018,64,108,-44,4528,1668,2860,70.75,15.444444444444445,157.94949507713318,15.444444444444441,70.75,170,170
203.221.42.137,10.128.0.4,6,49,1,58151,22,52,0.159701974,158.101223117,0x00000018,64,109,-45,4528,1720,2808,70.75,15.779816513761467,157.9523298740387,15.779816513761464,70.75,171,171
10.128.0.4,203.221.42.137,6,64,0,22,58151,28,0.000160330,158.101383447,0x00000018,65,109,-44,4556,1720,2836,70.0923076923077,15.779816513761467,157.9549708366394,15.779816513761464,70.0923076923077,172,172
203.221.42.137,10.128.0.4,6,49,1,58151,22,0,0.047142736,158.148526183,0x00000010,65,110,-45,4556,1720,2836,70.0923076923077,15.636363636363637,158.20582389831543,15.636363636363631,70.0923076923077,173,173
203.221.42.137,10.128.0.4,6,49,1,58151,22,72,0.000026223,158.148552406,0x00000018,65,111,-46,4556,1792,2764,70.0923076923077,16.144144144144143,158.20865845680237,16.14414414414414,70.0923076923077,174,174
10.128.0.4,203.221.42.137,6,64,0,22,58151,0,0.040679748,158.189232154,0x00000010,66,111,-45,4556,1792,2764,69.03030303030303,16.144144144144143,158.21121335029602,16.14414414414414,69.03030303030303,175,175
203.221.42.137,10.128.0.4,6,49,1,58151,22,0,0.118522690,158.307754844,0x00000010,66,112,-46,4556,1792,2764,69.03030303030303,16.0,158.21373915672302,15.999999999999996,69.03030303030303,176,176
169.254.169.254,10.128.0.4,6,64,1,80,40338,260,60.017226788,60.017686690,0x00000018,3,4,-1,293,260,33,97.66666666666667,65.0,59.8901846408844,65.0,97.66666666666667,122,118
10.128.0.4,169.254.169.254,6,64,0,40338,80,0,0.000054431,60.017741121,0x00000010,4,4,0,293,260,33,73.25,65.0,59.89356851577759,65.0,73.25,123,119
169.254.169.254,10.128.0.4,6,64,1,80,40338,0,0.000005836,60.017746957,0x00000011,4,5,-1,293,260,33,73.25,52.0,59.896042346954346,52.0,73.25,124,120
10.128.0.4,169.254.169.254,6,64,0,40332,80,0,59.977599992,120.036976264,0x00000011,6,5,1,293,260,33,48.833333333333336,52.0,120.05879974365234,52.0,48.833333333333336,125,121
169.254.169.254,10.128.0.4,6,64,1,80,40332,0,0.000065217,120.037041481,0x00000010,6,6,0,293,260,33,48.833333333333336,43.333333333333336,120.06113600730896,43.333333333333336,48.833333333333336,126,122
10.128.0.4,169.254.169.254,6,64,0,40344,80,0,0.000000000,0.000000000,0x00000002,1,0,1,0,0,0,0.0,0,0.0007994174957275391,0,0.0,127,123
169.254.169.254,10.128.0.4,6,64,1,80,40344,0,0.000221323,0.000221323,0x00000012,1,1,0,0,0,0,0.0,0.0,0.003451108932495117,0.0,0.0,128,124
10.128.0.4,169.254.169.254,6,64,0,40344,80,0,0.000016908,0.000238231,0x00000010,2,1,1,0,0,0,0.0,0.0,0.0057926177978515625,0.0,0.0,129,125
10.128.0.4,169.254.169.254,6,64,0,40344,80,293,0.000030985,0.000269216,0x00000018,3,1,2,293,0,293,97.66666666666667,0.0,0.008374691009521484,0.0,97.66666666666667,130,126
169.254.169.254,10.128.0.4,6,64,1,80,40344,0,0.000076022,0.000345238,0x00000010,3,2,1,293,0,293,97.66666666666667,0.0,0.0108795166015625,0.0,97.66666666666667,131,127
169.254.169.254,10.128.0.4,6,64,1,80,40344,0,0.000072018,0.000417256,0x00000010,3,3,0,293,0,293,97.66666666666667,0.0,0.013325214385986328,0.0,97.66666666666667,132,128
