src,dst,proto,ttl,inbound,srcport,dstport,length,time_delta,time_relative,flags,outbound_pkt_count,inbound_pkt_count,pkt_count_diff,outbound_bytes,inbound_bytes,bytes_diff,outbound_bytes_mean,inbound_bytes_mean,transaction_duration,inbound_avg_interpacket_time,outbound_avg_interpacket_time,connections_from_ip_1_seconds,connections_from_ip_port_1_seconds,connections_from_ip_3_seconds,connections_from_ip_port_3_seconds,connections_acked_percentage,connections_outbound_pkts_to_ip,connections_inbound_pkts_to_ip
10.128.0.4,203.221.42.137,6,64,0,80,23281,0,0.000000000,0.000000000,0x00000012,1,0,1,0,0,0,0.0,0,0.0009098052978515625,0,0.0,1,1,1,1,0.0,2,0
10.128.0.4,203.221.42.137,6,64,0,80,23222,0,0.000000000,0.000000000,0x00000012,1,0,1,0,0,0,0.0,0,0.0008761882781982422,0,0.0,2,1,2,1,0.0,4,0
203.221.42.137,10.128.0.4,6,49,1,23129,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0008940696716308594,50.0,0,3,1,3,1,0.0,4,2
10.128.0.4,203.221.42.137,6,64,0,80,23129,0,0.000020576,0.000020576,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.004183053970336914,50.0,0.0,4,2,4,2,0.0,6,2
203.221.42.137,10.128.0.4,6,49,1,23315,80,52,0.000000000,0.000000000,0x00000002,0,1,-1,0,52,-52,0,52.0,0.000946044921875,52.0,0,5,1,5,1,0.0,6,4
10.128.0.4,203.221.42.137,6,64,0,80,23315,0,0.000021864,0.000021864,0x00000012,1,1,0,0,52,-52,0.0,52.0,0.005254030227661133,52.0,0.0,6,2,6,2,0.0,8,4
203.221.42.137,10.128.0.4,6,49,1,23328,80,51,0.000000000,0.000000000,0x00000002,0,1,-1,0,51,-51,0,51.0,0.0009386539459228516,51.0,0,7,1,7,1,0.0,8,6
10.128.0.4,203.221.42.137,6,64,0,80,23328,0,0.000033166,0.000033166,0x00000012,1,1,0,0,51,-51,0.0,51.0,0.004116535186767578,51.0,0.0,8,2,8,2,0.0,10,6
203.221.42.137,10.128.0.4,6,49,1,23097,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0009009838104248047,50.0,0,9,1,9,1,0.0,10,8
10.128.0.4,203.221.42.137,6,64,0,80,23097,0,0.000046018,0.000046018,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.005191326141357422,50.0,0.0,10,2,10,2,0.0,12,8
203.221.42.137,10.128.0.4,6,49,1,23208,80,51,0.000000000,0.000000000,0x00000002,0,1,-1,0,51,-51,0,51.0,0.0009381771087646484,51.0,0,11,1,11,1,0.0,12,10
10.128.0.4,203.221.42.137,6,64,0,80,23208,0,0.000026409,0.000026409,0x00000012,1,1,0,0,51,-51,0.0,51.0,0.004091739654541016,51.0,0.0,12,2,12,2,0.0,14,10
203.221.42.137,10.128.0.4,6,49,1,23313,80,52,0.000000000,0.000000000,0x00000002,0,1,-1,0,52,-52,0,52.0,0.0009365081787109375,52.0,0,13,1,13,1,0.0,14,12
203.221.42.137,10.128.0.4,6,49,1,23143,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0009145736694335938,50.0,0,14,1,14,1,0.0,14,14
10.128.0.4,203.221.42.137,6,64,0,80,23143,0,0.000030313,0.000030313,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.004132270812988281,50.0,0.0,15,2,15,2,0.0,16,14
203.221.42.137,10.128.0.4,6,49,1,23270,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0009219646453857422,50.0,0,16,1,16,1,0.0,16,16
10.128.0.4,203.221.42.137,6,64,0,80,23270,0,0.000028535,0.000028535,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.004104137420654297,50.0,0.0,17,2,17,2,0.0,18,16
10.128.0.4,203.221.42.137,6,64,0,80,23288,0,0.000000000,0.000000000,0x00000012,1,0,1,0,0,0,0.0,0,0.0009279251098632812,0,0.0,18,1,18,1,0.0,20,16
10.128.0.4,203.221.42.137,6,64,0,80,23155,0,0.000000000,0.000000000,0x00000012,1,0,1,0,0,0,0.0,0,0.0008704662322998047,0,0.0,19,1,19,1,0.0,22,16
203.221.42.137,10.128.0.4,6,49,1,23242,80,51,0.000000000,0.000000000,0x00000002,0,1,-1,0,51,-51,0,51.0,0.0008883476257324219,51.0,0,20,1,20,1,0.0,22,18
10.128.0.4,203.221.42.137,6,64,0,80,23242,0,0.000014384,0.000014384,0x00000012,1,1,0,0,51,-51,0.0,51.0,0.00408625602722168,51.0,0.0,21,2,21,2,0.0,24,18
203.221.42.137,10.128.0.4,6,49,1,23109,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0008838176727294922,50.0,0,22,1,22,1,0.0,24,20
10.128.0.4,203.221.42.137,6,64,0,80,23109,0,0.000045595,0.000045595,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.00515294075012207,50.0,0.0,23,2,23,2,0.0,26,20
203.221.42.137,10.128.0.4,6,49,1,23176,80,51,0.000000000,0.000000000,0x00000002,0,1,-1,0,51,-51,0,51.0,0.0008852481842041016,51.0,0,24,1,24,1,0.0,26,22
10.128.0.4,203.221.42.137,6,64,0,80,23176,0,0.000030920,0.000030920,0x00000012,1,1,0,0,51,-51,0.0,51.0,0.004039287567138672,51.0,0.0,25,2,25,2,0.0,28,22
10.128.0.4,203.221.42.137,6,64,0,80,23250,0,0.000000000,0.000000000,0x00000012,1,0,1,0,0,0,0.0,0,0.0008745193481445312,0,0.0,26,1,26,1,0.0,30,22
10.128.0.4,203.221.42.137,6,64,0,80,23127,0,0.000000000,0.000000000,0x00000012,1,0,1,0,0,0,0.0,0,0.0009136199951171875,0,0.0,27,1,27,1,0.0,32,22
203.221.42.137,10.128.0.4,6,49,1,23313,80,50,0.076193516,0.076193516,0x00000002,0,2,-2,0,102,-102,0,51.0,0.05719184875488281,51.0,0,28,2,28,2,0.0,32,24
10.128.0.4,203.221.42.137,6,64,0,80,23313,0,0.000029089,0.076222605,0x00000012,1,2,-1,0,102,-102,0.0,51.0,0.060339927673339844,51.0,0.0,29,3,29,3,0.0,34,24
203.221.42.137,10.128.0.4,6,49,1,23206,80,51,0.000000000,0.000000000,0x00000002,0,1,-1,0,51,-51,0,51.0,0.0008864402770996094,51.0,0,30,1,30,1,0.0,34,26
10.128.0.4,203.221.42.137,6,64,0,80,23206,0,0.000037063,0.000037063,0x00000012,1,1,0,0,51,-51,0.0,51.0,0.005231142044067383,51.0,0.0,31,2,31,2,0.0,36,26
203.221.42.137,10.128.0.4,6,49,1,23329,80,52,0.000000000,0.000000000,0x00000002,0,1,-1,0,52,-52,0,52.0,0.00087738037109375,52.0,0,32,1,32,1,0.0,36,28
10.128.0.4,203.221.42.137,6,64,0,80,23329,0,0.000039013,0.000039013,0x00000012,1,1,0,0,52,-52,0.0,52.0,0.0040433406829833984,52.0,0.0,33,2,33,2,0.0,38,28
203.221.42.137,10.128.0.4,6,49,1,23221,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0008792877197265625,50.0,0,34,1,34,1,0.0,38,30
10.128.0.4,203.221.42.137,6,64,0,80,23221,0,0.000027857,0.000027857,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.0039560794830322266,50.0,0.0,35,2,35,2,0.0,40,30
203.221.42.137,10.128.0.4,6,49,1,23279,80,51,0.000000000,0.000000000,0x00000002,0,1,-1,0,51,-51,0,51.0,0.0009102821350097656,51.0,0,36,1,36,1,0.0,40,32
10.128.0.4,203.221.42.137,6,64,0,80,23279,0,0.000024832,0.000024832,0x00000012,1,1,0,0,51,-51,0.0,51.0,0.004163503646850586,51.0,0.0,37,2,37,2,0.0,42,32
203.221.42.137,10.128.0.4,6,49,1,23259,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0009481906890869141,50.0,0,38,1,38,1,0.0,42,34
10.128.0.4,203.221.42.137,6,64,0,80,23259,0,0.000031168,0.000031168,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.004012346267700195,50.0,0.0,39,2,39,2,0.0,44,34
203.221.42.137,10.128.0.4,6,49,1,23161,80,51,0.000000000,0.000000000,0x00000002,0,1,-1,0,51,-51,0,51.0,0.0009336471557617188,51.0,0,40,1,40,1,0.0,44,36
10.128.0.4,203.221.42.137,6,64,0,80,23161,0,0.000023171,0.000023171,0x00000012,1,1,0,0,51,-51,0.0,51.0,0.004099130630493164,51.0,0.0,41,2,41,2,0.0,46,36
10.128.0.4,203.221.42.137,6,64,0,80,23188,0,0.000000000,0.000000000,0x00000012,1,0,1,0,0,0,0.0,0,0.0008509159088134766,0,0.0,42,1,42,1,0.0,48,36
10.128.0.4,203.221.42.137,6,64,0,22,60965,60,0.000000000,0.000000000,0x00000018,1,0,1,60,0,60,60.0,0,0.0009584426879882812,0,60.0,43,1,43,1,0.02,50,36
10.128.0.4,203.221.42.137,6,64,0,22,60965,52,0.000332001,0.000332001,0x00000018,2,0,2,112,0,112,56.0,0,0.005532503128051758,0,56.0,44,2,44,2,0.038461538461538464,52,36
203.221.42.137,10.128.0.4,6,49,1,23330,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0009484291076660156,50.0,0,45,1,45,1,0.038461538461538464,52,38
10.128.0.4,203.221.42.137,6,64,0,80,23330,0,0.000019211,0.000019211,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.004144191741943359,50.0,0.0,46,2,46,2,0.037037037037037035,54,38
10.128.0.4,203.221.42.137,6,64,0,22,60965,228,0.002194954,0.002526955,0x00000018,3,0,3,340,0,340,113.33333333333333,0,0.0160367488861084,0,113.33333333333333,47,3,47,3,0.05357142857142857,56,38
10.128.0.4,203.221.42.137,6,64,0,22,60965,60,0.002338759,0.004865714,0x00000018,4,0,4,400,0,400,100.0,0,0.020565271377563477,0,100.0,48,4,48,4,0.06896551724137931,58,38
10.128.0.4,203.221.42.137,6,64,0,22,60965,52,0.000354041,0.005219755,0x00000018,5,0,5,452,0,452,90.4,0,0.023860454559326172,0,90.4,49,5,49,5,0.08333333333333333,60,38
10.128.0.4,203.221.42.137,6,64,0,22,60965,228,0.002112210,0.007331965,0x00000018,6,0,6,680,0,680,113.33333333333333,0,0.02710247039794922,0,113.33333333333333,50,6,50,6,0.0967741935483871,62,38
10.128.0.4,203.221.42.137,6,64,0,22,60965,60,0.001417565,0.008749530,0x00000018,7,0,7,740,0,740,105.71428571428571,0,0.030514001846313477,0,105.71428571428571,51,7,51,7,0.109375,64,38
10.128.0.4,203.221.42.137,6,64,0,22,60965,52,0.000323362,0.009072892,0x00000018,8,0,8,792,0,792,99.0,0,0.03494906425476074,0,99.0,52,8,52,8,0.12121212121212122,66,38
10.128.0.4,203.221.42.137,6,64,0,22,60965,236,0.002014226,0.011087118,0x00000018,9,0,9,1028,0,1028,114.22222222222223,0,0.03836703300476074,0,114.22222222222223,53,9,53,9,0.1323529411764706,68,38
10.128.0.4,203.221.42.137,6,64,0,22,60965,60,0.001278842,0.012365960,0x00000018,10,0,10,1088,0,1088,108.8,0,0.04177427291870117,0,108.8,54,10,54,10,0.14285714285714285,70,38
203.221.42.137,10.128.0.4,6,49,1,23331,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0009233951568603516,50.0,0,55,1,55,1,0.14285714285714285,70,40
10.128.0.4,203.221.42.137,6,64,0,80,23331,0,0.000025999,0.000025999,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.005280733108520508,50.0,0.0,56,2,56,2,0.1388888888888889,72,40
10.128.0.4,203.221.42.137,6,64,0,80,23322,0,0.000000000,0.000000000,0x00000012,1,0,1,0,0,0,0.0,0,0.0009377002716064453,0,0.0,57,1,57,1,0.13513513513513514,74,40
10.128.0.4,203.221.42.137,6,64,0,80,23200,0,0.000000000,0.000000000,0x00000012,1,0,1,0,0,0,0.0,0,0.0009233951568603516,0,0.0,58,1,58,1,0.13157894736842105,76,40
203.221.42.137,10.128.0.4,6,49,1,23206,80,50,0.104574518,0.104611581,0x00000002,1,2,-1,0,101,-101,0.0,50.5,0.20572257041931152,50.5,0.0,59,3,59,3,0.13157894736842105,76,42
10.128.0.4,203.221.42.137,6,64,0,80,23206,0,0.000012227,0.104623808,0x00000012,2,2,0,0,101,-101,0.0,50.5,0.21036887168884277,50.5,0.0,60,4,60,4,0.1282051282051282,78,42
203.221.42.137,10.128.0.4,6,49,1,23327,80,51,0.000000000,0.000000000,0x00000002,0,1,-1,0,51,-51,0,51.0,0.0008988380432128906,51.0,0,61,1,61,1,0.1282051282051282,78,44
10.128.0.4,203.221.42.137,6,64,0,80,23327,0,0.000025593,0.000025593,0x00000012,1,1,0,0,51,-51,0.0,51.0,0.004109621047973633,51.0,0.0,62,2,62,2,0.125,80,44
203.221.42.137,10.128.0.4,6,49,1,23257,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0008819103240966797,50.0,0,63,1,63,1,0.125,80,46
10.128.0.4,203.221.42.137,6,64,0,80,23257,0,0.000019297,0.000019297,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.005309343338012695,50.0,0.0,64,2,64,2,0.12195121951219512,82,46
203.221.42.137,10.128.0.4,6,49,1,23143,80,50,0.222217134,0.222247447,0x00000002,1,2,-1,0,100,-100,0.0,50.0,0.2873504161834717,50.0,0.0,65,3,65,3,0.12195121951219512,82,48
203.221.42.137,10.128.0.4,6,49,1,23310,80,52,0.000000000,0.000000000,0x00000002,0,1,-1,0,52,-52,0,52.0,0.0008983612060546875,52.0,0,66,1,66,1,0.12195121951219512,82,50
10.128.0.4,203.221.42.137,6,64,0,80,23310,0,0.000028360,0.000028360,0x00000012,1,1,0,0,52,-52,0.0,52.0,0.004090070724487305,52.0,0.0,67,2,67,2,0.11904761904761904,84,50
203.221.42.137,10.128.0.4,6,49,1,23220,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0009107589721679688,50.0,0,68,1,68,1,0.11904761904761904,84,52
10.128.0.4,203.221.42.137,6,64,0,80,23220,0,0.000022136,0.000022136,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.004173755645751953,50.0,0.0,69,2,69,2,0.11627906976744186,86,52
203.221.42.137,10.128.0.4,6,49,1,23301,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0009813308715820312,50.0,0,70,1,70,1,0.11627906976744186,86,54
203.221.42.137,10.128.0.4,6,49,1,23321,80,51,0.000000000,0.000000000,0x00000002,0,1,-1,0,51,-51,0,51.0,0.0008821487426757812,51.0,0,71,1,71,1,0.11627906976744186,86,56
10.128.0.4,203.221.42.137,6,64,0,80,23321,0,0.000026475,0.000026475,0x00000012,1,1,0,0,51,-51,0.0,51.0,0.004016399383544922,51.0,0.0,72,2,72,2,0.11363636363636363,88,56
203.221.42.137,10.128.0.4,6,49,1,23121,80,51,0.000000000,0.000000000,0x00000002,0,1,-1,0,51,-51,0,51.0,0.0009174346923828125,51.0,0,73,1,73,1,0.11363636363636363,88,58
10.128.0.4,203.221.42.137,6,64,0,80,23121,0,0.000022724,0.000022724,0x00000012,1,1,0,0,51,-51,0.0,51.0,0.004123210906982422,51.0,0.0,74,2,74,2,0.1111111111111111,90,58
203.221.42.137,10.128.0.4,6,49,1,23174,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0009064674377441406,50.0,0,75,1,75,1,0.1111111111111111,90,60
10.128.0.4,203.221.42.137,6,64,0,80,23174,0,0.000022863,0.000022863,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.004037380218505859,50.0,0.0,76,2,76,2,0.10869565217391304,92,60
203.221.42.137,10.128.0.4,6,49,1,23285,80,51,0.000000000,0.000000000,0x00000002,0,1,-1,0,51,-51,0,51.0,0.0008931159973144531,51.0,0,77,1,77,1,0.10869565217391304,92,62
10.128.0.4,203.221.42.137,6,64,0,80,23285,0,0.000022124,0.000022124,0x00000012,1,1,0,0,51,-51,0.0,51.0,0.004148960113525391,51.0,0.0,78,2,78,2,0.10638297872340426,94,62
10.128.0.4,203.221.42.137,6,64,0,80,23080,0,0.000000000,0.000000000,0x00000012,1,0,1,0,0,0,0.0,0,0.0009090900421142578,0,0.0,79,1,79,1,0.10416666666666667,96,62
10.128.0.4,203.221.42.137,6,64,0,80,23308,0,0.000000000,0.000000000,0x00000012,1,0,1,0,0,0,0.0,0,0.0008549690246582031,0,0.0,80,1,80,1,0.10204081632653061,98,62
203.221.42.137,10.128.0.4,6,49,1,23115,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0009286403656005859,50.0,0,81,1,81,1,0.10204081632653061,98,64
10.128.0.4,203.221.42.137,6,64,0,80,23115,0,0.000024634,0.000024634,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.004177570343017578,50.0,0.0,82,2,82,2,0.1,100,64
203.221.42.137,10.128.0.4,6,49,1,23313,80,50,0.271000704,0.347223309,0x00000002,1,3,-2,0,152,-152,0.0,50.666666666666664,0.3592212200164795,50.666666666666664,0.0,83,4,83,4,0.1,100,66
203.221.42.137,10.128.0.4,6,49,1,23218,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0009198188781738281,50.0,0,84,1,84,1,0.1,100,68
10.128.0.4,203.221.42.137,6,64,0,80,23218,0,0.000021331,0.000021331,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.005696535110473633,50.0,0.0,85,2,85,2,0.09803921568627451,102,68
203.221.42.137,10.128.0.4,6,49,1,23198,80,51,0.000000000,0.000000000,0x00000002,0,1,-1,0,51,-51,0,51.0,0.0009045600891113281,51.0,0,86,1,86,1,0.09803921568627451,102,70
10.128.0.4,203.221.42.137,6,64,0,80,23198,0,0.000020414,0.000020414,0x00000012,1,1,0,0,51,-51,0.0,51.0,0.004083871841430664,51.0,0.0,87,2,87,2,0.09615384615384616,104,70
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.198498727,0.210864687,0x00000010,10,1,9,1088,0,1088,108.8,0.0,0.16914796829223633,0.0,108.8,88,11,88,11,0.09615384615384616,104,72
10.128.0.4,203.221.42.137,6,64,0,22,60965,1408,0.000021645,0.210886332,0x00000010,11,1,10,2496,0,2496,226.9090909090909,0.0,0.17390942573547363,0.0,226.9090909090909,89,12,89,12,0.09433962264150944,106,72
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000005914,0.210892246,0x00000010,11,2,9,2496,0,2496,226.9090909090909,0.0,0.17739176750183105,0.0,226.9090909090909,90,13,90,13,0.09433962264150944,106,74
10.128.0.4,203.221.42.137,6,64,0,22,60965,2816,0.000003746,0.210895992,0x00000018,12,2,10,5312,0,5312,442.6666666666667,0.0,0.18242096900939941,0.0,442.6666666666667,91,14,91,14,0.10185185185185185,108,74
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000068571,0.210964563,0x00000010,12,3,9,5312,0,5312,442.6666666666667,0.0,0.18582582473754883,0.0,442.6666666666667,92,15,92,15,0.10185185185185185,108,76
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.004688636,0.215653199,0x00000010,12,4,8,5312,0,5312,442.6666666666667,0.0,0.189042329788208,0.0,442.6666666666667,93,16,93,16,0.10185185185185185,108,78
10.128.0.4,203.221.42.137,6,64,0,22,60965,2816,0.000017704,0.215670903,0x00000018,13,4,9,8128,0,8128,625.2307692307693,0.0,0.1940150260925293,0.0,625.2307692307693,94,17,94,17,0.10909090909090909,110,78
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000006756,0.215677659,0x00000010,13,5,8,8128,0,8128,625.2307692307693,0.0,0.19740581512451172,0.0,625.2307692307693,95,18,95,18,0.10909090909090909,110,80
10.128.0.4,203.221.42.137,6,64,0,22,60965,2816,0.000003286,0.215680945,0x00000018,14,5,9,10944,0,10944,781.7142857142857,0.0,0.20180845260620117,0.0,781.7142857142857,96,19,96,19,0.11607142857142858,112,80
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000003234,0.215684179,0x00000010,14,6,8,10944,0,10944,781.7142857142857,0.0,0.20525097846984863,0.0,781.7142857142857,97,20,97,20,0.11607142857142858,112,82
10.128.0.4,203.221.42.137,6,64,0,22,60965,2816,0.000067223,0.215751402,0x00000018,15,6,9,13760,0,13760,917.3333333333334,0.0,0.20865392684936523,0.0,917.3333333333334,98,21,98,21,0.12280701754385964,114,82
203.221.42.137,10.128.0.4,6,49,1,23151,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0009095668792724609,50.0,0,99,1,99,1,0.12280701754385964,114,84
10.128.0.4,203.221.42.137,6,64,0,80,23151,0,0.000017857,0.000017857,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.004164695739746094,50.0,0.0,100,2,100,2,0.1206896551724138,116,84
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.004819318,0.220570720,0x00000010,15,7,8,13760,0,13760,917.3333333333334,0.0,0.22016000747680664,0.0,917.3333333333334,101,22,101,22,0.1206896551724138,116,86
10.128.0.4,203.221.42.137,6,64,0,22,60965,120,0.000006934,0.220577654,0x00000018,16,7,9,13880,0,13880,867.5,0.0,0.223527193069458,0.0,867.5,102,23,102,23,0.1271186440677966,118,86
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000003320,0.220580974,0x00000010,16,8,8,13880,0,13880,867.5,0.0,0.22779369354248047,0.0,867.5,103,24,103,24,0.1271186440677966,118,88
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000002610,0.220583584,0x00000010,16,9,7,13880,0,13880,867.5,0.0,0.23104357719421387,0.0,867.5,104,25,104,25,0.1271186440677966,118,90
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000002493,0.220586077,0x00000010,16,10,6,13880,0,13880,867.5,0.0,0.23430228233337402,0.0,867.5,105,26,105,26,0.1271186440677966,118,92
203.221.42.137,10.128.0.4,6,49,1,23190,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0008852481842041016,50.0,0,106,1,106,1,0.1271186440677966,118,94
10.128.0.4,203.221.42.137,6,64,0,80,23190,0,0.000029582,0.000029582,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.004179477691650391,50.0,0.0,107,2,107,2,0.125,120,94
203.221.42.137,10.128.0.4,6,49,1,23332,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0009009838104248047,50.0,0,108,1,108,1,0.125,120,96
10.128.0.4,203.221.42.137,6,64,0,80,23332,0,0.000028776,0.000028776,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.004078865051269531,50.0,0.0,109,2,109,2,0.12295081967213115,122,96
10.128.0.4,203.221.42.137,6,64,0,80,23102,0,0.000000000,0.000000000,0x00000012,1,0,1,0,0,0,0.0,0,0.0008645057678222656,0,0.0,110,1,110,1,0.12096774193548387,124,96
10.128.0.4,203.221.42.137,6,64,0,22,60965,60,0.033780636,0.254366713,0x00000018,17,10,7,13940,0,13940,820.0,0.0,0.256589412689209,0.0,820.0,111,27,111,27,0.12698412698412698,126,96
10.128.0.4,203.221.42.137,6,64,0,22,60965,52,0.000319876,0.254686589,0x00000018,18,10,8,13992,0,13992,777.3333333333334,0.0,0.26106762886047363,0.0,777.3333333333334,112,28,112,28,0.1328125,128,96
10.128.0.4,203.221.42.137,6,64,0,22,60965,236,0.002202955,0.256889544,0x00000018,19,10,9,14228,0,14228,748.8421052631579,0.0,0.2644071578979492,0.0,748.8421052631579,113,29,113,29,0.13846153846153847,130,96
10.128.0.4,203.221.42.137,6,64,0,22,60965,60,0.002366388,0.259255932,0x00000018,20,10,10,14288,0,14288,714.4,0.0,0.2677037715911865,0.0,714.4,114,30,114,30,0.14393939393939395,132,96
203.221.42.137,10.128.0.4,6,49,1,23271,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0009038448333740234,50.0,0,115,1,115,1,0.14393939393939395,132,98
10.128.0.4,203.221.42.137,6,64,0,80,23271,0,0.000018072,0.000018072,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.005246877670288086,50.0,0.0,116,2,116,2,0.1417910447761194,134,98
203.221.42.137,10.128.0.4,6,49,1,23293,80,51,0.000000000,0.000000000,0x00000002,0,1,-1,0,51,-51,0,51.0,0.0009882450103759766,51.0,0,117,1,117,1,0.1417910447761194,134,100
10.128.0.4,203.221.42.137,6,64,0,80,23293,0,0.000026416,0.000026416,0x00000012,1,1,0,0,51,-51,0.0,51.0,0.004160881042480469,51.0,0.0,118,2,118,2,0.13970588235294118,136,100
203.221.42.137,10.128.0.4,6,49,1,23198,80,51,0.092887677,0.092908091,0x00000002,1,2,-1,0,102,-102,0.0,51.0,0.12441420555114746,51.0,0.0,119,3,119,3,0.13970588235294118,136,102
10.128.0.4,203.221.42.137,6,64,0,80,23122,0,0.000000000,0.000000000,0x00000012,1,0,1,0,0,0,0.0,0,0.0008721351623535156,0,0.0,120,1,120,1,0.13768115942028986,138,102
203.221.42.137,10.128.0.4,6,49,1,23290,80,52,0.000000000,0.000000000,0x00000002,0,1,-1,0,52,-52,0,52.0,0.0008921623229980469,52.0,0,121,1,121,1,0.13768115942028986,138,104
10.128.0.4,203.221.42.137,6,64,0,80,23290,0,0.000029260,0.000029260,0x00000012,1,1,0,0,52,-52,0.0,52.0,0.004193305969238281,52.0,0.0,122,2,122,2,0.1357142857142857,140,104
203.221.42.137,10.128.0.4,6,49,1,23103,80,52,0.000000000,0.000000000,0x00000002,0,1,-1,0,52,-52,0,52.0,0.0008845329284667969,52.0,0,123,1,123,1,0.1357142857142857,140,106
10.128.0.4,203.221.42.137,6,64,0,80,23103,0,0.000027353,0.000027353,0x00000012,1,1,0,0,52,-52,0.0,52.0,0.0052907466888427734,52.0,0.0,124,2,124,2,0.13380281690140844,142,106
203.221.42.137,10.128.0.4,6,49,1,23283,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0008985996246337891,50.0,0,125,1,125,1,0.13380281690140844,142,108
10.128.0.4,203.221.42.137,6,64,0,80,23283,0,0.000032013,0.000032013,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.004033803939819336,50.0,0.0,126,2,126,2,0.13194444444444445,144,108
10.128.0.4,203.221.42.137,6,64,0,80,23185,0,0.000000000,0.000000000,0x00000012,1,0,1,0,0,0,0.0,0,0.0009734630584716797,0,0.0,127,1,127,1,0.13013698630136986,146,108
10.128.0.4,203.221.42.137,6,64,0,80,23067,0,0.000000000,0.000000000,0x00000012,1,0,1,0,0,0,0.0,0,0.0008780956268310547,0,0.0,128,1,128,1,0.12837837837837837,148,108
10.128.0.4,203.221.42.137,6,64,0,80,23154,0,0.000000000,0.000000000,0x00000012,1,0,1,0,0,0,0.0,0,0.0008752346038818359,0,0.0,129,1,129,1,0.12666666666666668,150,108
203.221.42.137,10.128.0.4,6,49,1,23207,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0009305477142333984,50.0,0,130,1,130,1,0.12666666666666668,150,110
10.128.0.4,203.221.42.137,6,64,0,80,23207,0,0.000022637,0.000022637,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.004151344299316406,50.0,0.0,131,2,131,2,0.125,152,110
203.221.42.137,10.128.0.4,6,49,1,23258,80,52,0.000000000,0.000000000,0x00000002,0,1,-1,0,52,-52,0,52.0,0.0008792877197265625,52.0,0,132,1,132,1,0.125,152,112
