src,dst,proto,ttl,inbound,srcport,dstport,length,time_delta,time_relative,flags,outbound_pkt_count,inbound_pkt_count,pkt_count_diff,outbound_bytes,inbound_bytes,bytes_diff,outbound_bytes_mean,inbound_bytes_mean,transaction_duration,inbound_avg_interpacket_time,outbound_avg_interpacket_time,connections_from_ip_1_seconds,connections_from_ip_port_1_seconds,connections_from_ip_3_seconds,connections_from_ip_port_3_seconds,connections_acked_percentage,connections_outbound_pkts_to_ip,connections_inbound_pkts_to_ip
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000010378,2.137897164,0x00000010,224,212,12,188596,108,188488,841.9464285714286,0.5094339622641509,3.132037401199341,0.5094339622641508,841.9464285714287,861,436,861,436,0.22210526315789475,950,772
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000003146,2.137900310,0x00000010,224,213,11,188596,108,188488,841.9464285714286,0.5070422535211268,3.136692762374878,0.5070422535211266,841.9464285714287,862,437,862,437,0.22210526315789475,950,774
10.128.0.4,203.221.42.137,6,64,0,80,23148,0,0.000000000,0.000000000,0x00000012,1,0,1,0,0,0,0.0,0,0.00090789794921875,0,0.0,863,1,863,1,0.22163865546218486,952,774
10.128.0.4,203.221.42.137,6,64,0,80,23302,0,0.000000000,0.000000000,0x00000012,1,0,1,0,0,0,0.0,0,0.0009267330169677734,0,0.0,864,1,864,1,0.22117400419287211,954,774
10.128.0.4,203.221.42.137,6,64,0,80,23009,0,0.000000000,0.000000000,0x00000012,1,0,1,0,0,0,0.0,0,0.0008635520935058594,0,0.0,865,1,865,1,0.22071129707112971,956,774
10.128.0.4,203.221.42.137,6,64,0,22,60965,60,0.002563014,2.140463324,0x00000018,225,213,12,188656,108,188548,838.4711111111111,0.5070422535211268,3.1524853706359863,0.5070422535211266,838.4711111111112,866,438,866,438,0.22129436325678498,958,774
203.221.42.137,10.128.0.4,6,49,1,23174,80,50,1.999225715,1.999248578,0x00000002,1,2,-1,0,100,-100,0.0,50.0,3.0367770195007324,50.0,0.0,867,3,867,3,0.22129436325678498,958,776
10.128.0.4,203.221.42.137,6,64,0,80,23174,0,0.000014281,1.999262859,0x00000012,2,2,0,0,100,-100,0.0,50.0,3.0401551723480225,50.0,0.0,868,4,868,4,0.22083333333333333,960,776
10.128.0.4,203.221.42.137,6,64,0,22,60965,324,0.002245984,2.142709308,0x00000018,226,213,13,188980,108,188872,836.1946902654868,0.5070422535211268,3.1629817485809326,0.5070422535211266,836.1946902654869,869,439,869,439,0.22141372141372143,962,776
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000039455,2.142748763,0x00000010,226,214,12,188980,108,188872,836.1946902654868,0.5046728971962616,3.1676692962646484,0.5046728971962615,836.1946902654869,870,440,870,440,0.22141372141372143,962,778
10.128.0.4,203.221.42.137,6,64,0,22,60965,60,0.001383884,2.144132647,0x00000018,227,214,13,189040,108,188932,832.7753303964757,0.5046728971962616,3.1711297035217285,0.5046728971962615,832.7753303964759,871,441,871,441,0.22199170124481327,964,778
10.128.0.4,203.221.42.137,6,64,0,22,60965,332,0.002190415,2.146323062,0x00000018,228,214,14,189372,108,189264,830.578947368421,0.5046728971962616,3.174668550491333,0.5046728971962615,830.5789473684212,872,442,872,442,0.2225672877846791,966,778
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.001282380,2.147605442,0x00000010,228,215,13,189372,108,189264,830.578947368421,0.5023255813953489,3.1781117916107178,0.5023255813953487,830.5789473684212,873,443,873,443,0.2225672877846791,966,780
10.128.0.4,203.221.42.137,6,64,0,22,60965,60,0.000003980,2.147609422,0x00000018,229,215,14,189432,108,189324,827.2139737991266,0.5023255813953489,3.1827616691589355,0.5023255813953487,827.2139737991267,874,444,874,444,0.2231404958677686,968,780
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000002932,2.147612354,0x00000010,229,216,13,189432,108,189324,827.2139737991266,0.5,3.1863090991973877,0.4999999999999998,827.2139737991267,875,445,875,445,0.2231404958677686,968,782
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000002823,2.147615177,0x00000010,229,217,12,189432,108,189324,827.2139737991266,0.4976958525345622,3.1897425651550293,0.497695852534562,827.2139737991267,876,446,876,446,0.2231404958677686,968,784
10.128.0.4,203.221.42.137,6,64,0,22,60965,340,0.002199573,2.149814750,0x00000018,230,217,13,189772,108,189664,825.0956521739131,0.4976958525345622,3.1931684017181396,0.497695852534562,825.0956521739132,877,447,877,447,0.22371134020618558,970,784
10.128.0.4,203.221.42.137,6,64,0,22,60965,60,0.001260042,2.151074792,0x00000018,231,217,14,189832,108,189724,821.7835497835498,0.4976958525345622,3.1978554725646973,0.497695852534562,821.7835497835499,878,448,878,448,0.2242798353909465,972,784
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.001104222,2.152179014,0x00000010,231,218,13,189832,108,189724,821.7835497835498,0.4954128440366973,3.2014479637145996,0.49541284403669705,821.7835497835499,879,449,879,449,0.2242798353909465,972,786
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000008925,2.152187939,0x00000010,231,219,12,189832,108,189724,821.7835497835498,0.4931506849315068,3.204939126968384,0.49315068493150666,821.7835497835499,880,450,880,450,0.2242798353909465,972,788
10.128.0.4,203.221.42.137,6,64,0,22,60965,332,0.001060669,2.153248608,0x00000018,232,219,13,190164,108,190056,819.6724137931035,0.4931506849315068,3.2083656787872314,0.49315068493150666,819.6724137931036,881,451,881,451,0.22484599589322382,974,788
10.128.0.4,203.221.42.137,6,64,0,22,60965,60,0.002465673,2.155714281,0x00000018,233,219,14,190224,108,190116,816.4120171673819,0.4931506849315068,3.2131385803222656,0.49315068493150666,816.4120171673821,882,452,882,452,0.22540983606557377,976,788
203.221.42.137,10.128.0.4,6,49,1,23166,80,52,0.000000000,0.000000000,0x00000002,0,1,-1,0,52,-52,0,52.0,0.00092315673828125,52.0,0,883,1,883,1,0.22540983606557377,976,790
10.128.0.4,203.221.42.137,6,64,0,80,23166,0,0.000014159,0.000014159,0x00000012,1,1,0,0,52,-52,0.0,52.0,0.004259824752807617,52.0,0.0,884,2,884,2,0.2249488752556237,978,790
10.128.0.4,203.221.42.137,6,64,0,22,60965,332,0.002220898,2.157935179,0x00000018,234,219,15,190556,108,190448,814.3418803418804,0.4931506849315068,3.2239532470703125,0.49315068493150666,814.3418803418805,885,453,885,453,0.22551020408163266,980,790
10.128.0.4,203.221.42.137,6,64,0,22,60965,60,0.001352076,2.159287255,0x00000018,235,219,16,190616,108,190508,811.131914893617,0.4931506849315068,3.2286996841430664,0.49315068493150666,811.1319148936171,886,454,886,454,0.22606924643584522,982,790
10.128.0.4,203.221.42.137,6,64,0,22,60965,332,0.002145020,2.161432275,0x00000018,236,219,17,190948,108,190840,809.1016949152543,0.4931506849315068,3.2322564125061035,0.49315068493150666,809.1016949152544,887,455,887,455,0.2266260162601626,984,790
10.128.0.4,203.221.42.137,6,64,0,22,60965,60,0.001276770,2.162709045,0x00000018,237,219,18,191008,108,190900,805.9409282700421,0.4931506849315068,3.23569917678833,0.49315068493150666,805.9409282700423,888,456,888,456,0.22718052738336714,986,790
10.128.0.4,203.221.42.137,6,64,0,22,60965,332,0.002271883,2.164980928,0x00000018,238,219,19,191340,108,191232,803.9495798319327,0.4931506849315068,3.2392499446868896,0.49315068493150666,803.9495798319329,889,457,889,457,0.22773279352226722,988,790
10.128.0.4,203.221.42.137,6,64,0,22,60965,60,0.001244142,2.166225070,0x00000018,239,219,20,191400,108,191292,800.836820083682,0.4931506849315068,3.24391508102417,0.49315068493150666,800.8368200836821,890,458,890,458,0.22828282828282828,990,790
10.128.0.4,203.221.42.137,6,64,0,80,23153,0,1.030300728,1.030335954,0x00000012,2,1,1,0,52,-52,0.0,52.0,1.8923730850219727,52.0,0.0,891,3,891,3,0.22782258064516128,992,790
203.221.42.137,10.128.0.4,6,49,1,23120,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.000896453857421875,50.0,0,892,1,892,1,0.22782258064516128,992,792
10.128.0.4,203.221.42.137,6,64,0,80,23120,0,0.000018377,0.000018377,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.004118442535400391,50.0,0.0,893,2,893,2,0.22736418511066397,994,792
203.221.42.137,10.128.0.4,6,49,1,23321,80,52,0.731417776,2.066725018,0x00000002,2,3,-1,0,155,-155,0.0,51.666666666666664,3.1546380519866943,51.666666666666664,0.0,894,5,894,5,0.22736418511066397,994,794
10.128.0.4,203.221.42.137,6,64,0,80,23321,0,0.000026408,2.066751426,0x00000012,3,3,0,0,155,-155,0.0,51.666666666666664,3.1581385135650635,51.666666666666664,0.0,895,6,895,6,0.22690763052208834,996,794
203.221.42.137,10.128.0.4,6,49,1,23177,80,52,0.000000000,0.000000000,0x00000002,0,1,-1,0,52,-52,0,52.0,0.0008969306945800781,52.0,0,896,1,896,1,0.22690763052208834,996,796
10.128.0.4,203.221.42.137,6,64,0,80,23177,0,0.000028172,0.000028172,0x00000012,1,1,0,0,52,-52,0.0,52.0,0.0040934085845947266,52.0,0.0,897,2,897,2,0.22645290581162325,998,796
203.221.42.137,10.128.0.4,6,49,1,23156,80,50,1.229268993,1.229297784,0x00000002,1,2,-1,0,102,-102,0.0,51.0,2.160849094390869,51.0,0.0,898,3,898,3,0.22645290581162325,998,798
10.128.0.4,203.221.42.137,6,64,0,80,23156,0,0.000023615,1.229321399,0x00000012,2,2,0,0,102,-102,0.0,51.0,2.1642403602600098,51.0,0.0,899,4,899,4,0.226,1000,798
203.221.42.137,10.128.0.4,6,49,1,23345,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0008883476257324219,50.0,0,900,1,900,1,0.226,1000,800
10.128.0.4,203.221.42.137,6,64,0,80,23345,0,0.000029185,0.000029185,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.004284381866455078,50.0,0.0,901,2,901,2,0.22554890219560877,1002,800
10.128.0.4,203.221.42.137,6,64,0,80,23264,0,1.003016523,1.034797124,0x00000012,3,2,1,0,101,-101,0.0,50.5,1.8841493129730225,50.5,0.0,902,5,902,5,0.2250996015936255,1004,800
203.221.42.137,10.128.0.4,6,49,1,23203,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0009486675262451172,50.0,0,903,1,903,1,0.2250996015936255,1004,802
10.128.0.4,203.221.42.137,6,64,0,80,23203,0,0.000014872,0.000014872,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.004323244094848633,50.0,0.0,904,2,904,2,0.22465208747514911,1006,802
203.221.42.137,10.128.0.4,6,49,1,23243,80,50,0.261397702,0.261427703,0x00000002,1,2,-1,0,100,-100,0.0,50.0,0.4768035411834717,50.0,0.0,905,3,905,3,0.22465208747514911,1006,804
10.128.0.4,203.221.42.137,6,64,0,80,23243,0,0.000029908,0.261457611,0x00000012,2,2,0,0,100,-100,0.0,50.0,0.4801924228668213,50.0,0.0,906,4,906,4,0.22420634920634921,1008,804
203.221.42.137,10.128.0.4,6,49,1,23306,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0009801387786865234,50.0,0,907,1,907,1,0.22420634920634921,1008,806
10.128.0.4,203.221.42.137,6,64,0,80,23306,0,0.000029690,0.000029690,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.004326820373535156,50.0,0.0,908,2,908,2,0.22376237623762377,1010,806
203.221.42.137,10.128.0.4,6,49,1,23220,80,52,0.610910827,2.181449404,0x00000002,2,3,-1,0,152,-152,0.0,50.666666666666664,3.2214436531066895,50.666666666666664,0.0,909,5,909,5,0.22376237623762377,1010,808
10.128.0.4,203.221.42.137,6,64,0,80,23220,0,0.000030089,2.181479493,0x00000012,3,3,0,0,152,-152,0.0,50.666666666666664,3.2248120307922363,50.666666666666664,0.0,910,6,910,6,0.22332015810276679,1012,808
203.221.42.137,10.128.0.4,6,49,1,23298,80,52,0.498899343,0.498918344,0x00000002,1,2,-1,0,102,-102,0.0,51.0,0.8991541862487793,51.0,0.0,911,3,911,3,0.22332015810276679,1012,810
203.221.42.137,10.128.0.4,6,49,1,23346,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0008978843688964844,50.0,0,912,1,912,1,0.22332015810276679,1012,812
10.128.0.4,203.221.42.137,6,64,0,80,23346,0,0.000030240,0.000030240,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.004190921783447266,50.0,0.0,913,2,913,2,0.22287968441814596,1014,812
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.139865954,2.306091024,0x00000010,239,220,19,191400,108,191292,800.836820083682,0.4909090909090909,3.334404706954956,0.49090909090909074,800.8368200836821,914,459,914,459,0.22287968441814596,1014,814
10.128.0.4,203.221.42.137,6,64,0,22,60965,2816,0.000012388,2.306103412,0x00000018,240,220,20,194216,108,194108,809.2333333333333,0.4909090909090909,3.3392531871795654,0.49090909090909074,809.2333333333335,915,460,915,460,0.2234251968503937,1016,814
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000005018,2.306108430,0x00000010,240,221,19,194216,108,194108,809.2333333333333,0.48868778280542985,3.34294056892395,0.4886877828054297,809.2333333333335,916,461,916,461,0.2234251968503937,1016,816
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000001971,2.306110401,0x00000010,240,222,18,194216,108,194108,809.2333333333333,0.4864864864864865,3.3463547229766846,0.4864864864864863,809.2333333333335,917,462,917,462,0.2234251968503937,1016,818
10.128.0.4,203.221.42.137,6,64,0,22,60965,2816,0.000003333,2.306113734,0x00000018,241,222,19,197032,108,196924,817.5601659751037,0.4864864864864865,3.351392984390259,0.4864864864864863,817.5601659751038,918,463,918,463,0.22396856581532418,1018,818
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000003732,2.306117466,0x00000010,241,223,18,197032,108,196924,817.5601659751037,0.484304932735426,3.3549017906188965,0.4843049327354258,817.5601659751038,919,464,919,464,0.22396856581532418,1018,820
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000002501,2.306119967,0x00000010,241,224,17,197032,108,196924,817.5601659751037,0.48214285714285715,3.3597469329833984,0.48214285714285693,817.5601659751038,920,465,920,465,0.22396856581532418,1018,822
10.128.0.4,203.221.42.137,6,64,0,22,60965,2816,0.001135304,2.307255271,0x00000018,242,224,18,199848,108,199740,825.8181818181819,0.48214285714285715,3.363424777984619,0.48214285714285693,825.818181818182,921,466,921,466,0.22450980392156863,1020,822
10.128.0.4,203.221.42.137,6,64,0,22,60965,1408,0.002248736,2.309504007,0x00000010,243,224,19,201256,108,201148,828.2139917695473,0.48214285714285715,3.3681766986846924,0.48214285714285693,828.2139917695474,922,467,922,467,0.22407045009784735,1022,822
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.001433525,2.310937532,0x00000010,243,225,18,201256,108,201148,828.2139917695473,0.48,3.371737241744995,0.4799999999999998,828.2139917695474,923,468,923,468,0.22407045009784735,1022,824
10.128.0.4,203.221.42.137,6,64,0,22,60965,2816,0.000017769,2.310955301,0x00000018,244,225,19,204072,108,203964,836.360655737705,0.48,3.375305652618408,0.4799999999999998,836.3606557377051,924,469,924,469,0.224609375,1024,824
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000005037,2.310960338,0x00000010,244,226,18,204072,108,203964,836.360655737705,0.4778761061946903,3.3798606395721436,0.47787610619469006,836.3606557377051,925,470,925,470,0.224609375,1024,826
10.128.0.4,203.221.42.137,6,64,0,22,60965,1028,0.000003100,2.310963438,0x00000018,245,226,19,205100,108,204992,837.1428571428571,0.4778761061946903,3.383405923843384,0.47787610619469006,837.1428571428572,926,471,926,471,0.22514619883040934,1026,826
10.128.0.4,203.221.42.137,6,64,0,22,60965,260,0.001037782,2.312001220,0x00000018,246,226,20,205360,108,205252,834.7967479674796,0.4778761061946903,3.3869454860687256,0.47787610619469006,834.7967479674797,927,472,927,472,0.22568093385214008,1028,826
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.003801700,2.315802920,0x00000010,246,227,19,205360,108,205252,834.7967479674796,0.47577092511013214,3.391524076461792,0.47577092511013197,834.7967479674797,928,473,928,473,0.22568093385214008,1028,828
10.128.0.4,203.221.42.137,6,64,0,22,60965,320,0.000018128,2.315821048,0x00000018,247,227,20,205680,108,205572,832.7125506072874,0.47577092511013214,3.3949954509735107,0.47577092511013197,832.7125506072875,929,474,929,474,0.2262135922330097,1030,828
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000004907,2.315825955,0x00000010,247,228,19,205680,108,205572,832.7125506072874,0.47368421052631576,3.3986072540283203,0.4736842105263156,832.7125506072875,930,475,930,475,0.2262135922330097,1030,830
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000002295,2.315828250,0x00000010,247,229,18,205680,108,205572,832.7125506072874,0.47161572052401746,3.402128219604492,0.4716157205240173,832.7125506072875,931,476,931,476,0.2262135922330097,1030,832
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000012324,2.315840574,0x00000010,247,230,17,205680,108,205572,832.7125506072874,0.46956521739130436,3.406707286834717,0.46956521739130413,832.7125506072875,932,477,932,477,0.2262135922330097,1030,834
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000002526,2.315843100,0x00000010,247,231,16,205680,108,205572,832.7125506072874,0.4675324675324675,3.41025710105896,0.46753246753246736,832.7125506072875,933,478,933,478,0.2262135922330097,1030,836
203.221.42.137,10.128.0.4,6,49,1,23183,80,52,0.432858372,0.432858372,0x00000002,1,1,0,0,52,-52,0.0,52.0,0.9345681667327881,52.0,0.0,934,2,934,2,0.2262135922330097,1030,838
10.128.0.4,203.221.42.137,6,64,0,80,23183,0,0.000014317,0.432872689,0x00000012,2,1,1,0,52,-52,0.0,52.0,0.9379205703735352,52.0,0.0,935,3,935,3,0.22577519379844962,1032,838
10.128.0.4,203.221.42.137,6,64,0,22,60965,60,0.000805689,2.316648789,0x00000018,248,231,17,205740,108,205632,829.5967741935484,0.4675324675324675,3.4219274520874023,0.46753246753246736,829.5967741935485,936,479,936,479,0.2263056092843327,1034,838
10.128.0.4,203.221.42.137,6,64,0,22,60965,52,0.001129199,2.317777988,0x00000018,249,231,18,205792,108,205684,826.4738955823293,0.4675324675324675,3.425541639328003,0.46753246753246736,826.4738955823294,937,480,937,480,0.22683397683397682,1036,838
10.128.0.4,203.221.42.137,6,64,0,22,60965,252,0.001364187,2.319142175,0x00000018,250,231,19,206044,108,205936,824.176,0.4675324675324675,3.4291019439697266,0.46753246753246736,824.1760000000002,938,481,938,481,0.22736030828516376,1038,838
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.001068201,2.320210376,0x00000010,250,232,18,206044,108,205936,824.176,0.46551724137931033,3.4326326847076416,0.46551724137931016,824.1760000000002,939,482,939,482,0.22736030828516376,1038,840
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000011272,2.320221648,0x00000010,250,233,17,206044,108,205936,824.176,0.463519313304721,3.43717360496521,0.46351931330472085,824.1760000000002,940,483,940,483,0.22736030828516376,1038,842
10.128.0.4,203.221.42.137,6,64,0,22,60965,60,0.000121736,2.320343384,0x00000018,251,233,18,206104,108,205996,821.1314741035857,0.463519313304721,3.4407382011413574,0.46351931330472085,821.1314741035858,941,484,941,484,0.22788461538461538,1040,842
10.128.0.4,203.221.42.137,6,64,0,22,60965,52,0.001593430,2.321936814,0x00000018,252,233,19,206156,108,206048,818.0793650793651,0.463519313304721,3.4442362785339355,0.46351931330472085,818.0793650793652,942,485,942,485,0.22840690978886757,1042,842
10.128.0.4,203.221.42.137,6,64,0,22,60965,252,0.000826529,2.322763343,0x00000018,253,233,20,206408,108,206300,815.8418972332016,0.463519313304721,3.4478001594543457,0.46351931330472085,815.8418972332017,943,486,943,486,0.2289272030651341,1044,842
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.001922850,2.324686193,0x00000010,253,234,19,206408,108,206300,815.8418972332016,0.46153846153846156,3.452585458755493,0.46153846153846134,815.8418972332017,944,487,944,487,0.2289272030651341,1044,844
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000015104,2.324701297,0x00000010,253,235,18,206408,108,206300,815.8418972332016,0.4595744680851064,3.4560658931732178,0.4595744680851062,815.8418972332017,945,488,945,488,0.2289272030651341,1044,846
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000003564,2.324704861,0x00000010,253,236,17,206408,108,206300,815.8418972332016,0.4576271186440678,3.459486961364746,0.45762711864406763,815.8418972332017,946,489,946,489,0.2289272030651341,1044,848
10.128.0.4,203.221.42.137,6,64,0,22,60965,60,0.000437481,2.325142342,0x00000018,254,236,18,206468,108,206360,812.8661417322835,0.4576271186440678,3.462907075881958,0.45762711864406763,812.8661417322836,947,490,947,490,0.2294455066921606,1046,848
10.128.0.4,203.221.42.137,6,64,0,22,60965,52,0.000375593,2.325517935,0x00000018,255,236,19,206520,108,206412,809.8823529411765,0.4576271186440678,3.4679956436157227,0.45762711864406763,809.8823529411766,948,491,948,491,0.2299618320610687,1048,848
10.128.0.4,203.221.42.137,6,64,0,22,60965,252,0.002186897,2.327704832,0x00000018,256,236,20,206772,108,206664,807.703125,0.4576271186440678,3.4716506004333496,0.45762711864406763,807.7031250000001,949,492,949,492,0.23047619047619047,1050,848
203.221.42.137,10.128.0.4,6,49,1,23158,80,50,1.361175156,1.361204454,0x00000002,1,2,-1,0,101,-101,0.0,50.5,2.368720769882202,50.5,0.0,950,3,950,3,0.23047619047619047,1050,850
10.128.0.4,203.221.42.137,6,64,0,80,23158,0,0.000017294,1.361221748,0x00000012,2,2,0,0,101,-101,0.0,50.5,2.372131824493408,50.5,0.0,951,4,951,4,0.2300380228136882,1052,850
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.001816943,2.329521775,0x00000010,256,237,19,206772,108,206664,807.703125,0.45569620253164556,3.483388900756836,0.4556962025316454,807.7031250000001,952,493,952,493,0.2300380228136882,1052,852
10.128.0.4,203.221.42.137,6,64,0,22,60965,112,0.000010803,2.329532578,0x00000018,257,237,20,206884,108,206776,804.9961089494163,0.45569620253164556,3.4868431091308594,0.4556962025316454,804.9961089494165,953,494,953,494,0.23055028462998103,1054,852
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000049009,2.329581587,0x00000010,257,238,19,206884,108,206776,804.9961089494163,0.453781512605042,3.490321636199951,0.45378151260504185,804.9961089494165,954,495,954,495,0.23055028462998103,1054,854
10.128.0.4,203.221.42.137,6,64,0,22,60965,252,0.002017733,2.331599320,0x00000018,258,238,20,207136,108,207028,802.8527131782946,0.453781512605042,3.4936723709106445,0.45378151260504185,802.8527131782947,955,496,955,496,0.23106060606060605,1056,854
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.002324139,2.333923459,0x00000010,258,239,19,207136,108,207028,802.8527131782946,0.45188284518828453,3.498300075531006,0.45188284518828437,802.8527131782947,956,497,956,497,0.23106060606060605,1056,856
10.128.0.4,203.221.42.137,6,64,0,22,60965,112,0.000012738,2.333936197,0x00000018,259,239,20,207248,108,207140,800.1853281853282,0.45188284518828453,3.5017755031585693,0.45188284518828437,800.1853281853283,957,498,957,498,0.23156899810964082,1058,856
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000004570,2.333940767,0x00000010,259,240,19,207248,108,207140,800.1853281853282,0.45,3.5052013397216797,0.44999999999999984,800.1853281853283,958,499,958,499,0.23156899810964082,1058,858
10.128.0.4,203.221.42.137,6,64,0,22,60965,252,0.001419357,2.335360124,0x00000018,260,240,20,207500,108,207392,798.0769230769231,0.45,3.508516311645508,0.44999999999999984,798.0769230769232,959,500,959,500,0.2320754716981132,1060,858
10.128.0.4,203.221.42.137,6,64,0,22,60965,60,0.001185034,2.336545158,0x00000018,261,240,21,207560,108,207452,795.2490421455939,0.45,3.5132532119750977,0.44999999999999984,795.249042145594,960,501,960,501,0.23258003766478344,1062,858
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.001903309,2.338448467,0x00000010,261,241,20,207560,108,207452,795.2490421455939,0.44813278008298757,3.5168960094451904,0.44813278008298735,795.249042145594,961,502,961,502,0.23258003766478344,1062,860
10.128.0.4,203.221.42.137,6,64,0,22,60965,52,0.000011583,2.338460050,0x00000018,262,241,21,207612,108,207504,792.412213740458,0.44813278008298757,3.5203046798706055,0.44813278008298735,792.4122137404581,962,503,962,503,0.23308270676691728,1064,860
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000004034,2.338464084,0x00000010,262,242,20,207612,108,207504,792.412213740458,0.4462809917355372,3.5237812995910645,0.44628099173553704,792.4122137404581,963,504,963,504,0.23308270676691728,1064,862
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000002572,2.338466656,0x00000010,262,243,19,207612,108,207504,792.412213740458,0.4444444444444444,3.5271658897399902,0.44444444444444425,792.4122137404581,964,505,964,505,0.23308270676691728,1064,864
10.128.0.4,203.221.42.137,6,64,0,22,60965,252,0.000576010,2.339042666,0x00000018,263,243,20,207864,108,207756,790.3574144486691,0.4444444444444444,3.5317389965057373,0.44444444444444425,790.3574144486693,965,506,965,506,0.23358348968105067,1066,864
10.128.0.4,203.221.42.137,6,64,0,22,60965,60,0.001331192,2.340373858,0x00000018,264,243,21,207924,108,207816,787.5909090909091,0.4444444444444444,3.53542423248291,0.44444444444444425,787.5909090909092,966,507,966,507,0.2340823970037453,1068,864
203.221.42.137,10.128.0.4,6,49,1,23347,80,52,0.000000000,0.000000000,0x00000002,0,1,-1,0,52,-52,0,52.0,0.0009267330169677734,52.0,0,967,1,967,1,0.2340823970037453,1068,866
10.128.0.4,203.221.42.137,6,64,0,80,23347,0,0.000024431,0.000024431,0x00000012,1,1,0,0,52,-52,0.0,52.0,0.004309415817260742,52.0,0.0,968,2,968,2,0.2336448598130841,1070,866
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.002904991,2.343278849,0x00000010,264,244,20,207924,108,207816,787.5909090909091,0.4426229508196721,3.5473132133483887,0.44262295081967196,787.5909090909092,969,508,969,508,0.2336448598130841,1070,868
10.128.0.4,203.221.42.137,6,64,0,22,60965,312,0.000010976,2.343289825,0x00000018,265,244,21,208236,108,208128,785.7962264150943,0.4426229508196721,3.550847053527832,0.44262295081967196,785.7962264150945,970,509,970,509,0.23414179104477612,1072,868
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000004856,2.343294681,0x00000010,265,245,20,208236,108,208128,785.7962264150943,0.44081632653061226,3.5544400215148926,0.4408163265306121,785.7962264150945,971,510,971,510,0.23414179104477612,1072,870
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000003707,2.343298388,0x00000010,265,246,19,208236,108,208128,785.7962264150943,0.43902439024390244,3.5578651428222656,0.4390243902439023,785.7962264150945,972,511,972,511,0.23414179104477612,1072,872
10.128.0.4,203.221.42.137,6,64,0,22,60965,60,0.001791982,2.345090370,0x00000018,266,246,20,208296,108,208188,783.0676691729324,0.43902439024390244,3.562497854232788,0.4390243902439023,783.0676691729325,973,512,973,512,0.2346368715083799,1074,872
10.128.0.4,203.221.42.137,6,64,0,22,60965,260,0.002274963,2.347365333,0x00000018,267,246,21,208556,108,208448,781.1086142322098,0.43902439024390244,3.5661673545837402,0.4390243902439023,781.1086142322099,974,513,974,513,0.23513011152416358,1076,872
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000553218,2.347918551,0x00000010,267,247,20,208556,108,208448,781.1086142322098,0.43724696356275305,3.569643259048462,0.4372469635627529,781.1086142322099,975,514,975,514,0.23513011152416358,1076,874
